ID,createdAt,createdBy,modifiedAt,modifiedBy,purchaseOrderNumber,supplier_ID,plant_ID,buyer_ID,orderDate,deliveryDate,status,currency_code,netAmount,taxAmount,totalAmount,paymentTerms,incoterm,approvedBy_ID,approvedAt,notes
b018195c-890d-5fbd-a2c5-78db3e0a1234,2026-05-17T08:00:00Z,system,2026-05-17T08:00:00Z,system,4500000128,d61c0227-d2cb-53a8-b3e6-45175058182d,03aef187-5272-56c7-bfc4-cf8b61ecf06b,5941f83b-16e1-5dcd-8dc3-df8d4713fe97,2026-05-17,2026-06-28,CANCELLED,EUR,372937.74,85775.68,458713.42,Z030,FCA,,,Quarterly replenishment
07a340b4-6ceb-5040-94fc-e08ea19a8620,2025-12-14T08:00:00Z,system,2025-12-14T08:00:00Z,system,4500000129,0a065745-a966-5f0d-8fc3-ddeaa9abdfec,78e17b4f-64d9-5a1f-8e02-e8a798b67ff0,c7e3e4e0-4eb0-57ed-973a-248aa1d4166f,2025-12-14,2026-02-17,COMPLETED,EUR,14801.80,2812.34,17614.14,0003,CPT,c7e3e4e0-4eb0-57ed-973a-248aa1d4166f,2025-12-15T08:00:00Z,Priority supplier order
794ecad7-881b-5a45-80d8-d61d29010a0e,2026-05-01T08:00:00Z,system,2026-05-01T08:00:00Z,system,4500000130,61c6b671-bb49-54e7-b5ac-ac9fed5590a0,681d3a1f-6166-5793-8dd0-2f9ae8a7e909,88db520f-00d6-51aa-8b62-c7a88dd50f4c,2026-05-01,2026-05-26,COMPLETED,CHF,596919.81,137291.56,734211.37,0003,EXW,0737d81c-800f-585f-8a81-5742f5aa93a6,2026-05-04T08:00:00Z,Quarterly replenishment
e2695813-df3f-5672-b81d-1d495e598888,2026-05-06T08:00:00Z,system,2026-05-06T08:00:00Z,system,4500000131,7655230e-ef2f-5754-b7eb-84089011038a,5b8df29c-4f7d-5b45-b24c-0b5a197ae2b0,4e216c0a-c972-5f8b-9c46-6350e9b7fcd3,2026-05-06,2026-06-01,DRAFT,EUR,81518.39,14673.31,96191.70,Z060,EXW,,,Priority supplier order
72c86f67-cb89-5a2a-8e60-f2b4ccf99481,2026-07-30T08:00:00Z,system,2026-07-30T08:00:00Z,system,4500000132,70cce057-5466-570d-8470-681840cf629c,89693957-df41-5038-b06b-8fcd13674f65,bfc09207-4542-5693-a52b-974f1bcfaf39,2026-07-30,2026-08-15,ORDERED,EUR,273614.45,62931.32,336545.77,Z030,DDP,c7e3e4e0-4eb0-57ed-973a-248aa1d4166f,2026-07-30T08:00:00Z,Standard procurement order
24a4c541-a363-5d12-8eec-a46a3f59f7b4,2026-06-15T08:00:00Z,system,2026-06-15T08:00:00Z,system,4500000133,e7adb3bc-bb01-5e5f-bbed-7b156e5f54b8,03aef187-5272-56c7-bfc4-cf8b61ecf06b,78f316cf-bc76-5bab-9068-b36833d8b019,2026-06-15,2026-08-18,COMPLETED,EUR,176584.93,31785.29,208370.22,0002,EXW,0a9b9cf2-8c50-54fd-b243-53899f77bb55,2026-06-16T08:00:00Z,Priority supplier order
f7f6f902-9689-52bc-91f8-3d36dadbe0fb,2026-02-08T08:00:00Z,system,2026-02-08T08:00:00Z,system,4500000134,b87c753c-6aec-5a34-986e-6b7063eb1eb3,e294ac9d-bd77-5078-ba31-f74bebb60488,78f316cf-bc76-5bab-9068-b36833d8b019,2026-02-08,2026-04-10,DRAFT,GBP,329773.17,75847.83,405621.00,Z045,CIP,,,
9bfcbcc7-969d-596a-8a3a-b1616d5a1e6d,2026-02-22T08:00:00Z,system,2026-02-22T08:00:00Z,system,4500000135,e86b7737-67e0-5e42-9655-8f3ce7404512,283bb6f3-df62-5cb4-9d4b-a62afcbbb11d,bf01dabf-7f6b-5183-895b-36a5584e7d8d,2026-02-22,2026-03-03,COMPLETED,USD,109286.33,19671.54,128957.87,Z030,CPT,78f316cf-bc76-5bab-9068-b36833d8b019,2026-02-23T08:00:00Z,Priority supplier order
f59a854c-77d2-55ab-991c-785e6ec5e7c3,2025-11-04T08:00:00Z,system,2025-11-04T08:00:00Z,system,4500000136,bcb31d65-a401-530a-ad05-b5d8799c8a39,34b80a58-c167-5ea6-9b2c-d151aa2ea5a3,a8900ba9-a076-5a48-8859-1f3fc1e76071,2025-11-04,2026-01-10,ORDERED,SEK,1180908.74,224372.66,1405281.40,Z030,DDP,0737d81c-800f-585f-8a81-5742f5aa93a6,2025-11-05T08:00:00Z,Standard procurement order
89c05ec8-eb19-555d-ba8e-8b594bbba8e3,2026-05-17T08:00:00Z,system,2026-05-17T08:00:00Z,system,4500000137,c5e19f5d-f971-532d-b16b-ae6d6537f398,261d0783-3954-5ee6-baf2-f9e37bbb725b,deb3fb29-3383-5c3d-9343-4b0681551f8f,2026-05-17,2026-07-04,ORDERED,EUR,261052.20,60042.01,321094.21,Z045,DDP,2cd38cf3-5347-5c8e-9bec-7cbfde8bcfb8,2026-05-18T08:00:00Z,
16aca39c-edb3-54f0-bd85-35cf70ce87bb,2026-02-27T08:00:00Z,system,2026-02-27T08:00:00Z,system,4500000138,4d88fd10-b824-591a-bb0e-2525a57ca3d1,12473360-94f1-5fba-a391-36ce9d7f31be,4e216c0a-c972-5f8b-9c46-6350e9b7fcd3,2026-02-27,2026-03-17,COMPLETED,SEK,4541222.28,1044481.12,5585703.40,Z030,EXW,c7e3e4e0-4eb0-57ed-973a-248aa1d4166f,2026-02-28T08:00:00Z,Standard procurement order
ed533703-c11d-55d5-8d45-a392d5cb2fa6,2026-04-21T08:00:00Z,system,2026-04-21T08:00:00Z,system,4500000139,f804f9b1-8e91-5557-acca-a7bd5558bd07,34b80a58-c167-5ea6-9b2c-d151aa2ea5a3,8758fdc7-b73d-58da-9847-91a91303126e,2026-04-21,2026-05-29,CANCELLED,CHF,2502.81,475.53,2978.34,Z045,EXW,,,Standard procurement order
e7d159b1-7485-5b7d-a636-f4208c42c893,2026-06-04T08:00:00Z,system,2026-06-04T08:00:00Z,system,4500000140,bbe536c0-548b-5f63-9041-e346ae8009a3,3cab26fd-f62f-5970-ad42-c321a067cf36,0a9b9cf2-8c50-54fd-b243-53899f77bb55,2026-06-04,2026-06-11,DRAFT,PLN,404378.09,84919.40,489297.49,Z060,EXW,,,Project-specific procurement
34979630-a7c2-5940-8e4f-8873b057afab,2026-02-05T08:00:00Z,system,2026-02-05T08:00:00Z,system,4500000141,c07ad934-fcd4-5fc7-88c1-f5605545a9c9,26221d5e-2e66-5ea9-8c4d-30720ed59583,24356e6d-8de5-5316-88e3-702cdfd23228,2026-02-05,2026-02-25,ORDERED,SEK,1390516.30,292008.42,1682524.72,0001,CPT,78f316cf-bc76-5bab-9068-b36833d8b019,2026-02-07T08:00:00Z,
0dcf939e-6f70-5cfa-a7eb-246c9f83d2df,2026-03-01T08:00:00Z,system,2026-03-01T08:00:00Z,system,4500000142,6f8c90f6-de0f-580e-9bb0-f06f5b0ced4d,283bb6f3-df62-5cb4-9d4b-a62afcbbb11d,bf01dabf-7f6b-5183-895b-36a5584e7d8d,2026-03-01,2026-04-14,COMPLETED,EUR,954.07,171.73,1125.80,Z060,CPT,91e632eb-67bf-5d38-a8b5-8e84d43dd62b,2026-03-02T08:00:00Z,Quarterly replenishment
62d2374b-7a89-5abb-b6e0-d1c4952f563d,2025-12-23T08:00:00Z,system,2025-12-23T08:00:00Z,system,4500000143,a23e4a94-04fb-533d-8c0b-943c85425ed6,26221d5e-2e66-5ea9-8c4d-30720ed59583,9e1c4686-2f34-5912-ad37-81df9a7a3278,2025-12-23,2026-01-18,COMPLETED,EUR,10046.32,2310.65,12356.97,0002,CPT,91e632eb-67bf-5d38-a8b5-8e84d43dd62b,2025-12-24T08:00:00Z,
4a23dac0-9df2-5b4c-9d84-2fabc9490570,2025-11-01T08:00:00Z,system,2025-11-01T08:00:00Z,system,4500000144,bcb31d65-a401-530a-ad05-b5d8799c8a39,5b8df29c-4f7d-5b45-b24c-0b5a197ae2b0,4cc33be3-e381-5651-8754-1dfb4784e453,2025-11-01,2025-12-14,COMPLETED,SEK,1517531.16,349032.17,1866563.33,Z030,DDP,d925509d-9c4c-55ac-990d-b19752aa437c,2025-11-04T08:00:00Z,Project-specific procurement
8cf86378-3a98-5100-93b1-d64a76c5add5,2025-10-08T08:00:00Z,system,2025-10-08T08:00:00Z,system,4500000145,90e10c7e-6736-59c8-948e-d8729b244cbb,5528724a-ec45-5c0d-ac18-8666390c638c,82118fb0-4b2c-5ab5-b817-ec77a960c692,2025-10-08,2025-11-21,APPROVED,EUR,379526.60,79700.59,459227.19,Z060,CIP,0737d81c-800f-585f-8a81-5742f5aa93a6,2025-10-10T08:00:00Z,Quarterly replenishment
7c74fb07-6810-528f-b1f9-e3c318281294,2026-05-27T08:00:00Z,system,2026-05-27T08:00:00Z,system,4500000146,c9dcaa74-3e16-582e-b826-97736a2b3288,5b8df29c-4f7d-5b45-b24c-0b5a197ae2b0,deb3fb29-3383-5c3d-9343-4b0681551f8f,2026-05-27,2026-07-21,COMPLETED,EUR,841786.35,168357.27,1010143.62,Z030,CIP,78f316cf-bc76-5bab-9068-b36833d8b019,2026-05-30T08:00:00Z,Project-specific procurement
b8623aea-2dee-50aa-981d-0842a4e6a496,2026-03-17T08:00:00Z,system,2026-03-17T08:00:00Z,system,4500000147,b15dfe01-245c-5c44-b8e3-e4299119c304,329ee744-d62e-5fc4-a06d-cd6019444aa8,b519a3ff-3161-5685-8e6b-9063483eb30b,2026-03-17,2026-05-14,ORDERED,EUR,39787.11,7559.55,47346.66,Z030,EXW,2cd38cf3-5347-5c8e-9bec-7cbfde8bcfb8,2026-03-18T08:00:00Z,Priority supplier order
29735a7f-1e1b-55c4-919f-dd9701c9feb3,2026-01-28T08:00:00Z,system,2026-01-28T08:00:00Z,system,4500000148,4d88fd10-b824-591a-bb0e-2525a57ca3d1,89693957-df41-5038-b06b-8fcd13674f65,53657725-cc33-52fa-bf83-e8ebce35acc6,2026-01-28,2026-03-30,ORDERED,SEK,5393227.00,1078645.40,6471872.40,Z030,EXW,4deefa0a-1e41-5a72-a113-c2b82a9ea70b,2026-01-28T08:00:00Z,Standard procurement order
da8c1d11-b75b-5e93-bcc1-6be338564f6c,2026-02-15T08:00:00Z,system,2026-02-15T08:00:00Z,system,4500000149,69346548-c6be-516e-a50c-3db3ca154679,0450cf2b-52b5-5c7a-95b0-bbdc67bca724,deb3fb29-3383-5c3d-9343-4b0681551f8f,2026-02-15,2026-03-29,COMPLETED,EUR,116057.71,24372.12,140429.83,0002,EXW,91e632eb-67bf-5d38-a8b5-8e84d43dd62b,2026-02-17T08:00:00Z,Quarterly replenishment
20d03243-8335-5b45-8820-385edbbdad03,2025-10-14T08:00:00Z,system,2025-10-14T08:00:00Z,system,4500000150,f7190352-c6c4-5faf-95cf-5bd66bc37b3c,12473360-94f1-5fba-a391-36ce9d7f31be,c7e3e4e0-4eb0-57ed-973a-248aa1d4166f,2025-10-14,2025-11-13,ORDERED,CAD,129023.60,29675.43,158699.03,0003,EXW,91e632eb-67bf-5d38-a8b5-8e84d43dd62b,2025-10-17T08:00:00Z,Standard procurement order
46cc5b50-1c08-5764-922e-6021ab844950,2026-04-10T08:00:00Z,system,2026-04-10T08:00:00Z,system,4500000151,60eeff72-afa3-5425-9ed3-d24b0eb590b7,3e8df789-1fad-5f45-9e4e-ae08a2240191,78f316cf-bc76-5bab-9068-b36833d8b019,2026-04-10,2026-05-03,ORDERED,SEK,481939.35,96387.87,578327.22,Z030,FCA,78f316cf-bc76-5bab-9068-b36833d8b019,2026-04-11T08:00:00Z,Standard procurement order
8fc487fc-63df-5e38-9e6e-a89c9d20241c,2025-12-25T08:00:00Z,system,2025-12-25T08:00:00Z,system,4500000152,e562fce3-1dda-5959-b99a-ae629b2730a8,03aef187-5272-56c7-bfc4-cf8b61ecf06b,bfc09207-4542-5693-a52b-974f1bcfaf39,2025-12-25,2026-01-03,ORDERED,PLN,1020694.58,183725.02,1204419.60,0001,EXW,2cd38cf3-5347-5c8e-9bec-7cbfde8bcfb8,2025-12-28T08:00:00Z,Project-specific procurement
386f9468-5391-5744-b68b-f75aa82269da,2026-05-14T08:00:00Z,system,2026-05-14T08:00:00Z,system,4500000153,6baf0642-83c4-5c75-8d5e-2d181e2adb72,87cb6569-bd40-5e24-8586-da21fbea3a81,344e75d1-f4ee-5da0-b8c0-d2949c9f7794,2026-05-14,2026-07-05,COMPLETED,GBP,42510.55,8077.00,50587.55,Z030,CPT,78f316cf-bc76-5bab-9068-b36833d8b019,2026-05-14T08:00:00Z,Priority supplier order
7a3bdc39-a874-5289-be10-09ac4ec29b52,2026-04-25T08:00:00Z,system,2026-04-25T08:00:00Z,system,4500000154,90e10c7e-6736-59c8-948e-d8729b244cbb,efd8a8e4-0bb8-5f9e-be95-16451417acb0,91e632eb-67bf-5d38-a8b5-8e84d43dd62b,2026-04-25,2026-05-23,COMPLETED,EUR,225626.10,45125.22,270751.32,Z060,CIP,0a9b9cf2-8c50-54fd-b243-53899f77bb55,2026-04-25T08:00:00Z,Standard procurement order
e43fa9c2-e8c6-5a92-b8f5-7e561fa2dcab,2026-05-25T08:00:00Z,system,2026-05-25T08:00:00Z,system,4500000155,f7190352-c6c4-5faf-95cf-5bd66bc37b3c,9f6bd345-59f3-56b7-b1b4-8a3e5fab6656,53657725-cc33-52fa-bf83-e8ebce35acc6,2026-05-25,2026-06-18,SUBMITTED,CAD,65881.48,12517.48,78398.96,0003,EXW,,,Project-specific procurement
e6ef3ebd-8659-5513-8862-7d38d25a46ed,2026-02-22T08:00:00Z,system,2026-02-22T08:00:00Z,system,4500000156,015d24f1-4165-5423-96d2-fccd1c7bc852,9f6bd345-59f3-56b7-b1b4-8a3e5fab6656,113128ae-1f79-5f39-8c07-f3d07a663bae,2026-02-22,2026-04-08,ORDERED,EUR,180522.05,34299.19,214821.24,0002,DDP,0a9b9cf2-8c50-54fd-b243-53899f77bb55,2026-02-23T08:00:00Z,
1f6a640b-74d9-57a9-aaee-74493565d1a5,2026-05-28T08:00:00Z,system,2026-05-28T08:00:00Z,system,4500000157,bbe536c0-548b-5f63-9041-e346ae8009a3,5528724a-ec45-5c0d-ac18-8666390c638c,344e75d1-f4ee-5da0-b8c0-d2949c9f7794,2026-05-28,2026-06-19,COMPLETED,PLN,361603.45,83168.79,444772.24,Z060,EXW,91e632eb-67bf-5d38-a8b5-8e84d43dd62b,2026-05-31T08:00:00Z,Standard procurement order
584e3333-8f75-5fcc-9acc-bb1d4ca8c351,2026-05-07T08:00:00Z,system,2026-05-07T08:00:00Z,system,4500000158,e5752291-9c1a-556d-ab73-e21f0d3f37eb,113d871c-fdd0-59b0-922b-71a1f17a7a5b,5f639525-25c5-54fa-aa87-ccfe5b39776a,2026-05-07,2026-05-30,ORDERED,CZK,127109.26,24150.76,151260.02,Z060,DDP,0737d81c-800f-585f-8a81-5742f5aa93a6,2026-05-10T08:00:00Z,Project-specific procurement
0b0dc19a-ea02-5928-ba82-f9fee0dfb2f8,2026-01-21T08:00:00Z,system,2026-01-21T08:00:00Z,system,4500000159,d20b3572-e56d-591a-b858-c5c22045d62f,d425a94e-8ac6-50ba-81e4-27a328a21379,362bb051-fb3b-5a89-9979-8640133ad18b,2026-01-21,2026-03-14,COMPLETED,CHF,635383.70,133430.58,768814.28,Z045,CIP,0a9b9cf2-8c50-54fd-b243-53899f77bb55,2026-01-22T08:00:00Z,Priority supplier order
b4a6cb51-8976-5d97-8f67-abec08330312,2026-05-01T08:00:00Z,system,2026-05-01T08:00:00Z,system,4500000160,5cfd420c-6305-56f0-b599-3c1c4c1b5282,5b8df29c-4f7d-5b45-b24c-0b5a197ae2b0,ef2ba588-e5f9-591f-9a01-16a28aec4a68,2026-05-01,2026-05-11,COMPLETED,PLN,430150.00,90331.50,520481.50,Z030,CIP,0a9b9cf2-8c50-54fd-b243-53899f77bb55,2026-05-01T08:00:00Z,Project-specific procurement
838a553b-aee4-5ca0-9608-c83f6767939d,2026-01-27T08:00:00Z,system,2026-01-27T08:00:00Z,system,4500000161,a23e4a94-04fb-533d-8c0b-943c85425ed6,261d0783-3954-5ee6-baf2-f9e37bbb725b,344e75d1-f4ee-5da0-b8c0-d2949c9f7794,2026-01-27,2026-02-06,APPROVED,EUR,366610.77,84320.48,450931.25,0002,CPT,c7e3e4e0-4eb0-57ed-973a-248aa1d4166f,2026-01-28T08:00:00Z,
aac38b6b-bb1f-5a8b-ad1a-3ba6a1c00147,2025-12-10T08:00:00Z,system,2025-12-10T08:00:00Z,system,4500000162,5cfb11e6-d6ba-5513-9120-094477e81c75,3cab26fd-f62f-5970-ad42-c321a067cf36,0a9b9cf2-8c50-54fd-b243-53899f77bb55,2025-12-10,2026-01-04,COMPLETED,EUR,84258.39,15166.51,99424.90,0003,CPT,91e632eb-67bf-5d38-a8b5-8e84d43dd62b,2025-12-10T08:00:00Z,Quarterly replenishment
dde448dd-7a58-53fb-88eb-186aea971808,2026-02-27T08:00:00Z,system,2026-02-27T08:00:00Z,system,4500000163,d18facee-7798-50e9-88e9-343196cd6b74,329ee744-d62e-5fc4-a06d-cd6019444aa8,4e5e44a7-230a-5238-af8a-6363cf5be42b,2026-02-27,2026-03-07,COMPLETED,EUR,283223.80,53812.52,337036.32,0003,CPT,91e632eb-67bf-5d38-a8b5-8e84d43dd62b,2026-02-28T08:00:00Z,Quarterly replenishment
0eea814f-fabd-50d3-a440-ffacedbb4eea,2026-01-25T08:00:00Z,system,2026-01-25T08:00:00Z,system,4500000164,d793f1b1-63cb-5e54-90fc-fbfc7ddf9248,cb89079f-b137-594d-b7f6-f3803900b013,7c801ba4-5463-5410-bdfc-fb9770b2a7c7,2026-01-25,2026-02-23,SUBMITTED,EUR,140581.00,26710.39,167291.39,Z045,DAP,,,Quarterly replenishment
fa58aac9-e700-535c-b841-6df0fa8f0e3a,2026-01-22T08:00:00Z,system,2026-01-22T08:00:00Z,system,4500000165,acfa3bba-ae74-54ea-9cb2-c7ece995c839,329ee744-d62e-5fc4-a06d-cd6019444aa8,53657725-cc33-52fa-bf83-e8ebce35acc6,2026-01-22,2026-02-23,COMPLETED,EUR,478146.65,90847.86,568994.51,Z045,DDP,4deefa0a-1e41-5a72-a113-c2b82a9ea70b,2026-01-24T08:00:00Z,Quarterly replenishment
a7404063-266a-514f-895e-8880b4fd9c13,2025-10-12T08:00:00Z,system,2025-10-12T08:00:00Z,system,4500000166,e3e429d9-10d1-55e7-b248-40fedb48b315,5b8df29c-4f7d-5b45-b24c-0b5a197ae2b0,a8900ba9-a076-5a48-8859-1f3fc1e76071,2025-10-12,2025-12-03,COMPLETED,EUR,147961.44,34031.13,181992.57,Z045,CPT,2cd38cf3-5347-5c8e-9bec-7cbfde8bcfb8,2025-10-12T08:00:00Z,
b4d00e70-c6bf-541c-8b6a-7ce5c87aafc9,2026-04-09T08:00:00Z,system,2026-04-09T08:00:00Z,system,4500000167,557cf375-7c03-53fa-97ab-351cf44b06d9,3e8df789-1fad-5f45-9e4e-ae08a2240191,4cc33be3-e381-5651-8754-1dfb4784e453,2026-04-09,2026-05-07,ORDERED,CAD,412929.00,82585.80,495514.80,Z030,FCA,c7e3e4e0-4eb0-57ed-973a-248aa1d4166f,2026-04-12T08:00:00Z,Standard procurement order
4fb53f99-3735-5294-b358-8417d2f53e76,2025-11-29T08:00:00Z,system,2025-11-29T08:00:00Z,system,4500000168,67a09cac-9b92-5bb0-9758-d477e2227557,261d0783-3954-5ee6-baf2-f9e37bbb725b,5941f83b-16e1-5dcd-8dc3-df8d4713fe97,2025-11-29,2025-12-28,ORDERED,CHF,416244.50,95736.24,511980.74,Z060,CIP,2cd38cf3-5347-5c8e-9bec-7cbfde8bcfb8,2025-12-02T08:00:00Z,Project-specific procurement
e2ff4f9a-1e6c-59c1-aa40-61da1efe8158,2026-02-26T08:00:00Z,system,2026-02-26T08:00:00Z,system,4500000169,e86b7737-67e0-5e42-9655-8f3ce7404512,261d0783-3954-5ee6-baf2-f9e37bbb725b,bf01dabf-7f6b-5183-895b-36a5584e7d8d,2026-02-26,2026-03-11,COMPLETED,USD,150750.80,31657.67,182408.47,Z030,CPT,78f316cf-bc76-5bab-9068-b36833d8b019,2026-03-01T08:00:00Z,Priority supplier order
2e925bfa-ea9c-5aac-b8a6-caaecaadac22,2026-05-10T08:00:00Z,system,2026-05-10T08:00:00Z,system,4500000170,6d870c43-5af0-59e6-bc85-7a87ffd192e7,34b80a58-c167-5ea6-9b2c-d151aa2ea5a3,bf01dabf-7f6b-5183-895b-36a5584e7d8d,2026-05-10,2026-06-22,APPROVED,EUR,431977.05,82075.64,514052.69,0003,DAP,0737d81c-800f-585f-8a81-5742f5aa93a6,2026-05-13T08:00:00Z,Priority supplier order
ec5b9dba-06c7-5626-856c-2c6616032e22,2025-10-27T08:00:00Z,system,2025-10-27T08:00:00Z,system,4500000171,61c6b671-bb49-54e7-b5ac-ac9fed5590a0,51ca2c43-9865-5eed-88e1-7efd0be651e9,4cc33be3-e381-5651-8754-1dfb4784e453,2025-10-27,2025-12-01,ORDERED,CHF,38824.20,8929.57,47753.77,0003,EXW,78f316cf-bc76-5bab-9068-b36833d8b019,2025-10-28T08:00:00Z,Quarterly replenishment
c4f84f80-cf2f-52e6-8d96-0dc5c19391f3,2026-01-02T08:00:00Z,system,2026-01-02T08:00:00Z,system,4500000172,1687ebd0-4f66-5790-9b72-e3238b0ae7f7,34b80a58-c167-5ea6-9b2c-d151aa2ea5a3,d778b989-a675-5d3f-8009-55dfeceec6f9,2026-01-02,2026-02-22,APPROVED,EUR,196134.12,37265.48,233399.60,0003,CIP,78f316cf-bc76-5bab-9068-b36833d8b019,2026-01-05T08:00:00Z,
af61a317-0672-5067-a1c4-488d64da3019,2026-05-13T08:00:00Z,system,2026-05-13T08:00:00Z,system,4500000173,5b42c318-c469-5623-986f-f2ca4ccce5f5,87cb6569-bd40-5e24-8586-da21fbea3a81,82118fb0-4b2c-5ab5-b817-ec77a960c692,2026-05-13,2026-05-23,ORDERED,SEK,759079.47,144225.10,903304.57,Z030,CIP,d925509d-9c4c-55ac-990d-b19752aa437c,2026-05-15T08:00:00Z,Project-specific procurement
af7be592-47ff-5763-83a9-ff8ab04c0834,2026-04-23T08:00:00Z,system,2026-04-23T08:00:00Z,system,4500000174,6d870c43-5af0-59e6-bc85-7a87ffd192e7,e294ac9d-bd77-5078-ba31-f74bebb60488,78f316cf-bc76-5bab-9068-b36833d8b019,2026-04-23,2026-06-29,COMPLETED,EUR,462558.86,83260.59,545819.45,0003,DAP,0a9b9cf2-8c50-54fd-b243-53899f77bb55,2026-04-26T08:00:00Z,
2c8a50a3-4292-5b72-9192-1dfa7f5e722d,2026-07-14T08:00:00Z,system,2026-07-14T08:00:00Z,system,4500000175,557cf375-7c03-53fa-97ab-351cf44b06d9,26221d5e-2e66-5ea9-8c4d-30720ed59583,4cc33be3-e381-5651-8754-1dfb4784e453,2026-07-14,2026-09-19,ORDERED,CAD,68165.16,13633.03,81798.19,Z030,FCA,c7e3e4e0-4eb0-57ed-973a-248aa1d4166f,2026-07-14T08:00:00Z,Project-specific procurement
bd60b795-16b9-5b0d-a36e-43d222c17d52,2025-10-31T08:00:00Z,system,2025-10-31T08:00:00Z,system,4500000176,984c11de-cc53-5f88-b387-edbfeb6e675a,51ca2c43-9865-5eed-88e1-7efd0be651e9,4e5e44a7-230a-5238-af8a-6363cf5be42b,2025-10-31,2025-12-02,DRAFT,GBP,144255.96,25966.07,170222.03,Z060,DDP,,,
4441d65e-3240-56aa-9f8a-12c5260f1cd9,2026-03-28T08:00:00Z,system,2026-03-28T08:00:00Z,system,4500000177,984c11de-cc53-5f88-b387-edbfeb6e675a,681d3a1f-6166-5793-8dd0-2f9ae8a7e909,8758fdc7-b73d-58da-9847-91a91303126e,2026-03-28,2026-05-05,ORDERED,GBP,101062.17,23244.30,124306.47,Z060,DDP,d925509d-9c4c-55ac-990d-b19752aa437c,2026-03-29T08:00:00Z,Quarterly replenishment
d282c72c-3aca-5052-b261-401549fafc75,2025-12-21T08:00:00Z,system,2025-12-21T08:00:00Z,system,4500000178,10da3830-3725-5f5b-946b-84d8208ac3df,681d3a1f-6166-5793-8dd0-2f9ae8a7e909,4e5e44a7-230a-5238-af8a-6363cf5be42b,2025-12-21,2026-02-12,COMPLETED,EUR,220522.28,39694.01,260216.29,0003,DAP,91e632eb-67bf-5d38-a8b5-8e84d43dd62b,2025-12-21T08:00:00Z,Quarterly replenishment
28c71676-40a5-5f30-96e7-4e1d12e79fdd,2026-05-22T08:00:00Z,system,2026-05-22T08:00:00Z,system,4500000179,5fbcdd4c-a131-52b4-b068-b19472e199e6,283bb6f3-df62-5cb4-9d4b-a62afcbbb11d,82118fb0-4b2c-5ab5-b817-ec77a960c692,2026-05-22,2026-06-13,COMPLETED,GBP,320549.68,73726.43,394276.11,Z045,EXW,0737d81c-800f-585f-8a81-5742f5aa93a6,2026-05-23T08:00:00Z,Project-specific procurement
d175b797-de92-5c6e-b179-e801c520df6c,2025-12-21T08:00:00Z,system,2025-12-21T08:00:00Z,system,4500000180,1527dfb5-6e67-5f8d-99ca-ca0aacc8a652,3e8df789-1fad-5f45-9e4e-ae08a2240191,bfc09207-4542-5693-a52b-974f1bcfaf39,2025-12-21,2026-02-04,ORDERED,CAD,69282.94,12470.93,81753.87,Z030,FCA,d925509d-9c4c-55ac-990d-b19752aa437c,2025-12-21T08:00:00Z,
266b0b4d-249d-5c7f-bf29-c4f7c725c947,2026-07-17T08:00:00Z,system,2026-07-17T08:00:00Z,system,4500000181,b62723e4-85b4-54e6-952d-4d88f5adae98,5b8df29c-4f7d-5b45-b24c-0b5a197ae2b0,d778b989-a675-5d3f-8009-55dfeceec6f9,2026-07-17,2026-08-02,SUBMITTED,CHF,365412.88,73082.58,438495.46,Z045,DAP,,,Project-specific procurement
24743e7c-76b9-5f99-9d18-45ffd6109fdc,2025-12-28T08:00:00Z,system,2025-12-28T08:00:00Z,system,4500000182,d5f4a9fb-8418-5f72-bb85-8b4e25a61de3,12473360-94f1-5fba-a391-36ce9d7f31be,bf01dabf-7f6b-5183-895b-36a5584e7d8d,2025-12-28,2026-01-17,COMPLETED,EUR,173207.99,31177.44,204385.43,Z030,CPT,2cd38cf3-5347-5c8e-9bec-7cbfde8bcfb8,2025-12-28T08:00:00Z,Standard procurement order
83fc7bf5-fc76-55e8-a62c-c4cf1bbdbb12,2026-06-12T08:00:00Z,system,2026-06-12T08:00:00Z,system,4500000183,2ced5b4f-e17d-5790-af58-523f7f527540,0450cf2b-52b5-5c7a-95b0-bbdc67bca724,7c801ba4-5463-5410-bdfc-fb9770b2a7c7,2026-06-12,2026-08-17,COMPLETED,GBP,369928.07,73985.61,443913.68,0001,DDP,c7e3e4e0-4eb0-57ed-973a-248aa1d4166f,2026-06-14T08:00:00Z,Project-specific procurement
e81641c0-23b2-5222-bd9f-bce199c609b8,2026-06-25T08:00:00Z,system,2026-06-25T08:00:00Z,system,4500000184,fade348f-52ae-5a47-bce2-e9f1380900f1,521489a3-799d-50a5-9448-eeaa409714d1,d778b989-a675-5d3f-8009-55dfeceec6f9,2026-06-25,2026-08-07,ORDERED,CZK,7989047.05,1438028.47,9427075.52,Z045,FCA,0a9b9cf2-8c50-54fd-b243-53899f77bb55,2026-06-25T08:00:00Z,Standard procurement order
44dc6438-b40b-5888-8253-989a494488c7,2025-12-05T08:00:00Z,system,2025-12-05T08:00:00Z,system,4500000185,4905c412-da5c-5c34-bb71-a406f34a50f9,5528724a-ec45-5c0d-ac18-8666390c638c,91e632eb-67bf-5d38-a8b5-8e84d43dd62b,2025-12-05,2026-01-01,COMPLETED,PLN,1105767.41,254326.50,1360093.91,Z060,DDP,0737d81c-800f-585f-8a81-5742f5aa93a6,2025-12-08T08:00:00Z,Priority supplier order
