ID,createdAt,createdBy,modifiedAt,modifiedBy,requisitionNumber,requester_ID,plant_ID,requestDate,requiredDate,status,priority,justification,estimatedValue,currency_code
c2f5f22c-7a15-59a8-943c-4bfc662efbc4,2025-10-11T08:00:00Z,system,2025-10-11T08:00:00Z,system,PR0000000083,d14b0728-f72c-5fc0-a4ba-8ff48ceaa3cc,5528724a-ec45-5c0d-ac18-8666390c638c,2025-10-11,2025-11-06,COMPLETED,HIGH,Production material replenishment,124557.59,EUR
65237bae-6011-568f-af27-dad29f925eaf,2026-04-14T08:00:00Z,system,2026-04-14T08:00:00Z,system,PR0000000084,91e632eb-67bf-5d38-a8b5-8e84d43dd62b,34b80a58-c167-5ea6-9b2c-d151aa2ea5a3,2026-04-14,2026-05-27,ORDERED,NORMAL,Replacement of worn equipment,181117.45,EUR
1371f58f-5518-5e0e-b15a-4eab2f8637bd,2025-12-20T08:00:00Z,system,2025-12-20T08:00:00Z,system,PR0000000085,784d909a-03fe-5442-985a-f87c223ba14e,283bb6f3-df62-5cb4-9d4b-a62afcbbb11d,2025-12-20,2026-01-30,APPROVED,NORMAL,Replacement of worn equipment,48694.00,EUR
90a33ab8-a501-55aa-832b-fd663a880bb2,2026-06-23T08:00:00Z,system,2026-06-23T08:00:00Z,system,PR0000000086,0a9b9cf2-8c50-54fd-b243-53899f77bb55,89693957-df41-5038-b06b-8fcd13674f65,2026-06-23,2026-08-01,APPROVED,NORMAL,Replacement of worn equipment,180715.85,EUR
6fb35aec-4b5d-5bde-8193-74d74e79bf82,2026-02-06T08:00:00Z,system,2026-02-06T08:00:00Z,system,PR0000000087,f911dfb3-26ad-5d1f-b884-074c195d7b36,e294ac9d-bd77-5078-ba31-f74bebb60488,2026-02-06,2026-03-18,ORDERED,NORMAL,Warehouse stock below reorder point,13194.33,EUR
93540365-7e35-56b1-b5a1-e45f12016739,2026-01-18T08:00:00Z,system,2026-01-18T08:00:00Z,system,PR0000000088,f2241022-edb7-5025-96ee-391d1dcaca23,329ee744-d62e-5fc4-a06d-cd6019444aa8,2026-01-18,2026-02-25,DRAFT,URGENT,Warehouse stock below reorder point,14941.84,EUR
19a04d7a-c167-58c2-96be-d1a09d73ad4e,2026-02-08T08:00:00Z,system,2026-02-08T08:00:00Z,system,PR0000000089,4b8f339d-64d5-53f8-bcd2-cafb0ea20c4d,78e17b4f-64d9-5a1f-8e02-e8a798b67ff0,2026-02-08,2026-04-11,APPROVED,NORMAL,Safety stock replenishment,33981.40,EUR
f88267a9-55be-5b5d-b809-2eeb5bf70d38,2026-07-22T08:00:00Z,system,2026-07-22T08:00:00Z,system,PR0000000090,e1c1d5bd-6452-5e7c-9911-1b5d499df0eb,12473360-94f1-5fba-a391-36ce9d7f31be,2026-07-22,2026-08-14,COMPLETED,HIGH,Warehouse stock below reorder point,253761.80,EUR
b32dc88f-6d23-5bb2-be31-dada15f96a20,2026-07-04T08:00:00Z,system,2026-07-04T08:00:00Z,system,PR0000000091,e7550e96-a024-5ec6-9a52-a71b05d83aca,87cb6569-bd40-5e24-8586-da21fbea3a81,2026-07-04,2026-09-02,APPROVED,LOW,Warehouse stock below reorder point,83205.25,EUR
acacfd62-20ec-55a4-be4e-a4b0ff65332f,2026-03-28T08:00:00Z,system,2026-03-28T08:00:00Z,system,PR0000000092,e1c1d5bd-6452-5e7c-9911-1b5d499df0eb,9f6bd345-59f3-56b7-b1b4-8a3e5fab6656,2026-03-28,2026-05-26,ORDERED,NORMAL,New project demand,543.50,EUR
776b2136-536e-58fa-a87f-d67da6dcca2e,2026-06-01T08:00:00Z,system,2026-06-01T08:00:00Z,system,PR0000000093,e5f6eca5-efd9-5b50-b3e2-8885e65c411d,e294ac9d-bd77-5078-ba31-f74bebb60488,2026-06-01,2026-07-18,ORDERED,NORMAL,New project demand,6705.32,EUR
ac6a2dad-237e-57f4-ac65-1052624c406e,2025-09-01T08:00:00Z,system,2025-09-01T08:00:00Z,system,PR0000000094,6a4dd11c-1048-5284-aa7d-1444c1c67877,cb89079f-b137-594d-b7f6-f3803900b013,2025-09-01,2025-10-05,ORDERED,HIGH,Production material replenishment,117623.00,EUR
8b81de4c-f53e-5e45-90f7-a22e24a3bdae,2026-06-02T08:00:00Z,system,2026-06-02T08:00:00Z,system,PR0000000095,c7e3e4e0-4eb0-57ed-973a-248aa1d4166f,78e17b4f-64d9-5a1f-8e02-e8a798b67ff0,2026-06-02,2026-06-30,APPROVED,NORMAL,Safety stock replenishment,552022.89,EUR
4623354c-7bf9-5ded-9eb6-24f0db2f7dd3,2026-07-04T08:00:00Z,system,2026-07-04T08:00:00Z,system,PR0000000096,3ff49664-5bf3-5a7a-831a-b66f133487c8,78e17b4f-64d9-5a1f-8e02-e8a798b67ff0,2026-07-04,2026-07-11,COMPLETED,HIGH,Scheduled maintenance requirement,408527.44,EUR
93f50094-b86d-5af6-b35c-52657fad6650,2025-10-02T08:00:00Z,system,2025-10-02T08:00:00Z,system,PR0000000097,24356e6d-8de5-5316-88e3-702cdfd23228,51ca2c43-9865-5eed-88e1-7efd0be651e9,2025-10-02,2025-12-10,ORDERED,LOW,Production material replenishment,40519.80,EUR
5862aec3-c2ff-5137-9e5f-b088d291ea10,2026-07-08T08:00:00Z,system,2026-07-08T08:00:00Z,system,PR0000000098,78f316cf-bc76-5bab-9068-b36833d8b019,681d3a1f-6166-5793-8dd0-2f9ae8a7e909,2026-07-08,2026-08-09,ORDERED,NORMAL,Scheduled maintenance requirement,4462.63,EUR
98ce1073-df64-51ae-aeaf-c57286c6f1bb,2025-11-04T08:00:00Z,system,2025-11-04T08:00:00Z,system,PR0000000099,b0f0219c-497a-5b5a-8247-64bb9744b592,e6d386f5-8b03-578e-aca0-68c8e68a10d1,2025-11-04,2025-12-20,REJECTED,HIGH,Replacement of worn equipment,126228.33,EUR
2bb46223-bb51-5148-b293-0baaa7429ee9,2026-03-23T08:00:00Z,system,2026-03-23T08:00:00Z,system,PR0000000100,d925509d-9c4c-55ac-990d-b19752aa437c,261d0783-3954-5ee6-baf2-f9e37bbb725b,2026-03-23,2026-04-18,ORDERED,HIGH,Replacement of worn equipment,292727.20,EUR
bef686fe-6af3-543f-9d81-7dbd6760fb0b,2026-05-11T08:00:00Z,system,2026-05-11T08:00:00Z,system,PR0000000101,e5f6eca5-efd9-5b50-b3e2-8885e65c411d,d425a94e-8ac6-50ba-81e4-27a328a21379,2026-05-11,2026-07-14,COMPLETED,NORMAL,New project demand,75504.00,EUR
6eeb3946-e78f-587f-9877-2bc3b0391430,2026-07-16T08:00:00Z,system,2026-07-16T08:00:00Z,system,PR0000000102,f5b4b717-e857-50a0-b0af-aa491c52f9b9,efd8a8e4-0bb8-5f9e-be95-16451417acb0,2026-07-16,2026-09-12,APPROVED,HIGH,Warehouse stock below reorder point,40347.00,EUR
335ca9fc-a1d4-5ecd-b141-0812d24daa63,2025-12-30T08:00:00Z,system,2025-12-30T08:00:00Z,system,PR0000000103,c6e566c4-5c48-598a-9eaf-6624035417aa,78e17b4f-64d9-5a1f-8e02-e8a798b67ff0,2025-12-30,2026-01-14,APPROVED,NORMAL,Production material replenishment,66797.10,EUR
da557484-b1ae-547d-a818-7601cae7b216,2026-06-26T08:00:00Z,system,2026-06-26T08:00:00Z,system,PR0000000104,8e723945-6a6c-5803-a42e-c1347adfc586,3e8df789-1fad-5f45-9e4e-ae08a2240191,2026-06-26,2026-08-26,APPROVED,NORMAL,Scheduled maintenance requirement,101144.25,EUR
0c091381-35d0-5d20-86ef-77a8ad5a49f7,2026-05-03T08:00:00Z,system,2026-05-03T08:00:00Z,system,PR0000000105,9e1c4686-2f34-5912-ad37-81df9a7a3278,283bb6f3-df62-5cb4-9d4b-a62afcbbb11d,2026-05-03,2026-06-30,ORDERED,HIGH,Scheduled maintenance requirement,53098.18,EUR
ba89b5fb-d37e-5590-b4c9-3ce6b92b6059,2025-09-01T08:00:00Z,system,2025-09-01T08:00:00Z,system,PR0000000106,605855ea-5571-58a5-9ec3-f66b7ecc340e,329ee744-d62e-5fc4-a06d-cd6019444aa8,2025-09-01,2025-10-11,ORDERED,HIGH,New project demand,258343.30,EUR
3c5e36fb-5a9a-5db0-b0cd-1f403e6d32ad,2026-05-12T08:00:00Z,system,2026-05-12T08:00:00Z,system,PR0000000107,ef2ba588-e5f9-591f-9a01-16a28aec4a68,5528724a-ec45-5c0d-ac18-8666390c638c,2026-05-12,2026-07-18,APPROVED,NORMAL,Replacement of worn equipment,112362.60,EUR
ee029009-a314-539c-934c-5ff47a1845e9,2026-03-20T08:00:00Z,system,2026-03-20T08:00:00Z,system,PR0000000108,a3376a3d-c7f1-544e-97d1-f19074988bc2,681d3a1f-6166-5793-8dd0-2f9ae8a7e909,2026-03-20,2026-04-13,SUBMITTED,HIGH,Scheduled maintenance requirement,5106.10,EUR
e4a356a6-1964-5a57-9320-840a9f067213,2025-11-27T08:00:00Z,system,2025-11-27T08:00:00Z,system,PR0000000109,23c98543-9d7c-54ac-9fcb-107847fc2c70,113d871c-fdd0-59b0-922b-71a1f17a7a5b,2025-11-27,2025-12-18,COMPLETED,NORMAL,Warehouse stock below reorder point,490100.70,EUR
b7def990-1fd2-527e-b140-5e29f412a0fd,2025-12-16T08:00:00Z,system,2025-12-16T08:00:00Z,system,PR0000000110,7c801ba4-5463-5410-bdfc-fb9770b2a7c7,5b8df29c-4f7d-5b45-b24c-0b5a197ae2b0,2025-12-16,2026-01-19,COMPLETED,NORMAL,Scheduled maintenance requirement,207674.04,EUR
65d33d3d-324a-5fe5-898f-ea582a14404e,2026-06-08T08:00:00Z,system,2026-06-08T08:00:00Z,system,PR0000000111,b0637871-bb7d-59e4-8037-d5e1bbe0560a,3cab26fd-f62f-5970-ad42-c321a067cf36,2026-06-08,2026-06-21,COMPLETED,NORMAL,Production material replenishment,57658.24,EUR
c55f9f7f-9902-5e9a-890c-ecd8e68a9d5b,2026-01-20T08:00:00Z,system,2026-01-20T08:00:00Z,system,PR0000000112,e662820d-e3c6-5611-bb97-4b7844a2920f,26221d5e-2e66-5ea9-8c4d-30720ed59583,2026-01-20,2026-03-19,REJECTED,LOW,Scheduled maintenance requirement,135154.10,EUR
59a2f99b-ff23-5b5a-ad77-df5fbbd73f93,2026-06-05T08:00:00Z,system,2026-06-05T08:00:00Z,system,PR0000000113,c7e3e4e0-4eb0-57ed-973a-248aa1d4166f,681d3a1f-6166-5793-8dd0-2f9ae8a7e909,2026-06-05,2026-07-20,APPROVED,NORMAL,Safety stock replenishment,107426.85,EUR
7faf1e26-fdf1-5344-b297-d04e55ea0ae5,2025-09-06T08:00:00Z,system,2025-09-06T08:00:00Z,system,PR0000000114,e5f6eca5-efd9-5b50-b3e2-8885e65c411d,87cb6569-bd40-5e24-8586-da21fbea3a81,2025-09-06,2025-11-06,CANCELLED,HIGH,Replacement of worn equipment,168855.05,EUR
91ad8e76-31c5-5807-bdaf-184bf686815f,2026-03-14T08:00:00Z,system,2026-03-14T08:00:00Z,system,PR0000000115,4d8f6fc4-cd1e-5487-b09f-9668e6b5c3b6,89693957-df41-5038-b06b-8fcd13674f65,2026-03-14,2026-03-23,COMPLETED,NORMAL,Replacement of worn equipment,2044.28,EUR
b2804d80-df45-5511-98b7-d2fd752616f7,2026-02-23T08:00:00Z,system,2026-02-23T08:00:00Z,system,PR0000000116,9e1c4686-2f34-5912-ad37-81df9a7a3278,0450cf2b-52b5-5c7a-95b0-bbdc67bca724,2026-02-23,2026-03-03,APPROVED,NORMAL,Safety stock replenishment,358188.00,EUR
d3e416d4-50f0-578b-9e02-60e2ed72da9f,2026-04-01T08:00:00Z,system,2026-04-01T08:00:00Z,system,PR0000000117,4b293d94-100e-5c47-9833-e5ff185c7eba,521489a3-799d-50a5-9448-eeaa409714d1,2026-04-01,2026-06-06,ORDERED,NORMAL,Replacement of worn equipment,9021.50,EUR
897a51ff-37d9-55a7-a4bf-0fb02aadc74f,2026-01-04T08:00:00Z,system,2026-01-04T08:00:00Z,system,PR0000000118,749e799d-dc59-5571-b15c-7d9bf9c77752,cb89079f-b137-594d-b7f6-f3803900b013,2026-01-04,2026-02-22,COMPLETED,LOW,Warehouse stock below reorder point,6178.00,EUR
3376a935-de2f-5e53-b017-d04e84da5946,2026-07-05T08:00:00Z,system,2026-07-05T08:00:00Z,system,PR0000000119,78f316cf-bc76-5bab-9068-b36833d8b019,3cab26fd-f62f-5970-ad42-c321a067cf36,2026-07-05,2026-07-20,APPROVED,NORMAL,Replacement of worn equipment,287051.50,EUR
2d2d4296-3e55-5499-94ab-3b9ea6351ccc,2026-01-31T08:00:00Z,system,2026-01-31T08:00:00Z,system,PR0000000120,13784956-f498-5534-9b07-21147167cebb,12473360-94f1-5fba-a391-36ce9d7f31be,2026-01-31,2026-02-15,ORDERED,NORMAL,Warehouse stock below reorder point,224722.05,EUR
831fe291-7a3b-5097-9aa1-51e89e503103,2025-10-22T08:00:00Z,system,2025-10-22T08:00:00Z,system,PR0000000121,45c1a845-cf9c-5ebb-86b9-5be53a0f2b84,cb89079f-b137-594d-b7f6-f3803900b013,2025-10-22,2025-11-15,COMPLETED,NORMAL,New project demand,348514.56,EUR
e6deb24d-9493-5274-ab4e-b433aaa10e07,2026-02-18T08:00:00Z,system,2026-02-18T08:00:00Z,system,PR0000000122,0737d81c-800f-585f-8a81-5742f5aa93a6,d425a94e-8ac6-50ba-81e4-27a328a21379,2026-02-18,2026-03-21,ORDERED,NORMAL,Replacement of worn equipment,21895.20,EUR
4dbc4670-ae15-5650-b658-0788d7d262da,2026-06-21T08:00:00Z,system,2026-06-21T08:00:00Z,system,PR0000000123,5f639525-25c5-54fa-aa87-ccfe5b39776a,3e8df789-1fad-5f45-9e4e-ae08a2240191,2026-06-21,2026-08-09,APPROVED,HIGH,Safety stock replenishment,39995.50,EUR
07e3a9c9-477e-5b99-8a3f-0ee47b93467b,2026-04-22T08:00:00Z,system,2026-04-22T08:00:00Z,system,PR0000000124,93004fa0-e3e2-50bf-83fc-f937be12e8ed,113d871c-fdd0-59b0-922b-71a1f17a7a5b,2026-04-22,2026-05-15,ORDERED,NORMAL,New project demand,198681.10,EUR
fe63d324-e14b-5b81-9d92-23df9cbbfbfd,2026-04-15T08:00:00Z,system,2026-04-15T08:00:00Z,system,PR0000000125,784d909a-03fe-5442-985a-f87c223ba14e,03aef187-5272-56c7-bfc4-cf8b61ecf06b,2026-04-15,2026-04-26,APPROVED,NORMAL,Replacement of worn equipment,54579.50,EUR
8900bcd7-2744-553b-a5fb-c39d486243c5,2026-03-25T08:00:00Z,system,2026-03-25T08:00:00Z,system,PR0000000126,24356e6d-8de5-5316-88e3-702cdfd23228,cb89079f-b137-594d-b7f6-f3803900b013,2026-03-25,2026-04-13,COMPLETED,URGENT,Warehouse stock below reorder point,484717.70,EUR
17425679-74b9-5c7a-b0a1-a347e48e968e,2025-11-13T08:00:00Z,system,2025-11-13T08:00:00Z,system,PR0000000127,9566bb19-9176-52c9-8eea-1c1f82d4a01b,3cab26fd-f62f-5970-ad42-c321a067cf36,2025-11-13,2025-12-27,COMPLETED,NORMAL,Scheduled maintenance requirement,33523.57,EUR
cbdce86c-8691-5a3b-a5d1-e2ce0a800a12,2026-03-08T08:00:00Z,system,2026-03-08T08:00:00Z,system,PR0000000128,c6e566c4-5c48-598a-9eaf-6624035417aa,34b80a58-c167-5ea6-9b2c-d151aa2ea5a3,2026-03-08,2026-05-21,COMPLETED,NORMAL,Warehouse stock below reorder point,44356.64,EUR
b05f6c5e-12e9-56be-bbbf-613c6b5a0309,2026-01-24T08:00:00Z,system,2026-01-24T08:00:00Z,system,PR0000000129,5f639525-25c5-54fa-aa87-ccfe5b39776a,e294ac9d-bd77-5078-ba31-f74bebb60488,2026-01-24,2026-03-30,ORDERED,NORMAL,Warehouse stock below reorder point,291669.76,EUR
4e8e1143-f79d-5f7a-a854-649c274242c5,2025-12-02T08:00:00Z,system,2025-12-02T08:00:00Z,system,PR0000000130,7c801ba4-5463-5410-bdfc-fb9770b2a7c7,51ca2c43-9865-5eed-88e1-7efd0be651e9,2025-12-02,2026-01-29,ORDERED,NORMAL,Scheduled maintenance requirement,3220.68,EUR
3f36740e-1035-5fb4-916d-cc9c783f9f04,2025-10-03T08:00:00Z,system,2025-10-03T08:00:00Z,system,PR0000000131,30b1e0cc-485f-52e5-bea8-33b1020594c2,283bb6f3-df62-5cb4-9d4b-a62afcbbb11d,2025-10-03,2025-12-14,SUBMITTED,NORMAL,Safety stock replenishment,84915.70,EUR
0f526436-ae14-52ff-8f6e-6a817fca39a7,2025-09-19T08:00:00Z,system,2025-09-19T08:00:00Z,system,PR0000000132,7d98d770-399c-55fd-8a60-51d4eb644920,d425a94e-8ac6-50ba-81e4-27a328a21379,2025-09-19,2025-11-21,APPROVED,NORMAL,Safety stock replenishment,14876.00,EUR
60807730-97f0-533f-b46a-2c5418599c79,2026-03-26T08:00:00Z,system,2026-03-26T08:00:00Z,system,PR0000000133,9e1c4686-2f34-5912-ad37-81df9a7a3278,113d871c-fdd0-59b0-922b-71a1f17a7a5b,2026-03-26,2026-05-27,COMPLETED,HIGH,Safety stock replenishment,13875.20,EUR
3df5253c-e44f-596c-b71f-a17b67224be8,2025-10-11T08:00:00Z,system,2025-10-11T08:00:00Z,system,PR0000000134,a8900ba9-a076-5a48-8859-1f3fc1e76071,51ca2c43-9865-5eed-88e1-7efd0be651e9,2025-10-11,2025-11-19,SUBMITTED,NORMAL,Production material replenishment,42275.75,EUR
f142575f-f4ba-515c-a03d-a068b99c9fc7,2026-04-15T08:00:00Z,system,2026-04-15T08:00:00Z,system,PR0000000135,b519a3ff-3161-5685-8e6b-9063483eb30b,0450cf2b-52b5-5c7a-95b0-bbdc67bca724,2026-04-15,2026-06-05,ORDERED,NORMAL,Replacement of worn equipment,415163.90,EUR
d2ede4b0-f396-50cc-b570-b467dc27befc,2025-11-03T08:00:00Z,system,2025-11-03T08:00:00Z,system,PR0000000136,c6e566c4-5c48-598a-9eaf-6624035417aa,cb89079f-b137-594d-b7f6-f3803900b013,2025-11-03,2025-12-20,APPROVED,NORMAL,Warehouse stock below reorder point,136248.25,EUR
258d5333-587e-55e1-9ac5-959cfb347779,2026-04-09T08:00:00Z,system,2026-04-09T08:00:00Z,system,PR0000000137,2cd38cf3-5347-5c8e-9bec-7cbfde8bcfb8,3cab26fd-f62f-5970-ad42-c321a067cf36,2026-04-09,2026-05-12,APPROVED,NORMAL,Production material replenishment,1397.51,EUR
13317366-565c-530f-8b99-69616d017368,2026-05-06T08:00:00Z,system,2026-05-06T08:00:00Z,system,PR0000000138,f4bfe1cc-a9ff-5838-84b3-8d0b8a482a8d,89693957-df41-5038-b06b-8fcd13674f65,2026-05-06,2026-05-15,APPROVED,NORMAL,Warehouse stock below reorder point,219466.50,EUR
59a2b1d2-c0d8-590e-9846-602c1bb2321e,2025-09-19T08:00:00Z,system,2025-09-19T08:00:00Z,system,PR0000000139,8e723945-6a6c-5803-a42e-c1347adfc586,e294ac9d-bd77-5078-ba31-f74bebb60488,2025-09-19,2025-10-15,ORDERED,NORMAL,New project demand,172691.50,EUR
eae8447b-1fcd-5e9c-b59f-169bb3272f9e,2026-01-10T08:00:00Z,system,2026-01-10T08:00:00Z,system,PR0000000140,d067fd48-952d-58ac-82ab-b2049abe787a,87cb6569-bd40-5e24-8586-da21fbea3a81,2026-01-10,2026-01-28,COMPLETED,NORMAL,New project demand,33048.50,EUR
5a033504-eac7-5b23-859d-35f921b738f0,2025-12-13T08:00:00Z,system,2025-12-13T08:00:00Z,system,PR0000000141,5941f83b-16e1-5dcd-8dc3-df8d4713fe97,87cb6569-bd40-5e24-8586-da21fbea3a81,2025-12-13,2025-12-28,ORDERED,LOW,Production material replenishment,316616.16,EUR
656d3102-2ab3-53aa-ad77-963bbfe349e9,2026-06-26T08:00:00Z,system,2026-06-26T08:00:00Z,system,PR0000000142,0a9b9cf2-8c50-54fd-b243-53899f77bb55,283bb6f3-df62-5cb4-9d4b-a62afcbbb11d,2026-06-26,2026-08-08,ORDERED,HIGH,Warehouse stock below reorder point,495591.48,EUR
95b9bcad-ef08-5145-a312-9753a392b762,2026-03-24T08:00:00Z,system,2026-03-24T08:00:00Z,system,PR0000000143,4d8f6fc4-cd1e-5487-b09f-9668e6b5c3b6,78e17b4f-64d9-5a1f-8e02-e8a798b67ff0,2026-03-24,2026-05-03,APPROVED,NORMAL,Safety stock replenishment,90066.50,EUR
f6688971-fd41-5e38-b51a-2a1f689602fa,2026-05-19T08:00:00Z,system,2026-05-19T08:00:00Z,system,PR0000000144,4cc33be3-e381-5651-8754-1dfb4784e453,681d3a1f-6166-5793-8dd0-2f9ae8a7e909,2026-05-19,2026-08-02,SUBMITTED,URGENT,Scheduled maintenance requirement,76092.61,EUR
2d12bcfd-4254-5c2a-aed0-cc6678aeaf83,2026-04-29T08:00:00Z,system,2026-04-29T08:00:00Z,system,PR0000000145,13784956-f498-5534-9b07-21147167cebb,113d871c-fdd0-59b0-922b-71a1f17a7a5b,2026-04-29,2026-05-08,CANCELLED,HIGH,Safety stock replenishment,61228.15,EUR
195c4cc9-a323-5590-8a8a-ae261b24240e,2026-06-18T08:00:00Z,system,2026-06-18T08:00:00Z,system,PR0000000146,95f6a497-057c-520f-982f-8724d95bc2f7,51ca2c43-9865-5eed-88e1-7efd0be651e9,2026-06-18,2026-07-12,COMPLETED,LOW,Replacement of worn equipment,88493.84,EUR
6b0a4d4c-716a-5d62-a820-de78b38c6c22,2025-09-22T08:00:00Z,system,2025-09-22T08:00:00Z,system,PR0000000147,4e216c0a-c972-5f8b-9c46-6350e9b7fcd3,78e17b4f-64d9-5a1f-8e02-e8a798b67ff0,2025-09-22,2025-10-26,COMPLETED,NORMAL,Replacement of worn equipment,27044.56,EUR
fd7f494b-af5a-5f9f-bd27-ff53580ad0c9,2025-11-22T08:00:00Z,system,2025-11-22T08:00:00Z,system,PR0000000148,b0f0219c-497a-5b5a-8247-64bb9744b592,51ca2c43-9865-5eed-88e1-7efd0be651e9,2025-11-22,2025-12-03,COMPLETED,NORMAL,Production material replenishment,22114.00,EUR
9c61f30b-636c-54b8-bdaf-0073c2da245b,2026-06-19T08:00:00Z,system,2026-06-19T08:00:00Z,system,PR0000000149,b0f0219c-497a-5b5a-8247-64bb9744b592,283bb6f3-df62-5cb4-9d4b-a62afcbbb11d,2026-06-19,2026-07-02,REJECTED,NORMAL,Replacement of worn equipment,135704.55,EUR
ec6751fa-5cd9-5231-91f0-4cc3d72a572a,2026-06-12T08:00:00Z,system,2026-06-12T08:00:00Z,system,PR0000000150,4d8f6fc4-cd1e-5487-b09f-9668e6b5c3b6,3cab26fd-f62f-5970-ad42-c321a067cf36,2026-06-12,2026-07-27,APPROVED,NORMAL,Scheduled maintenance requirement,110456.70,EUR
ad033e1e-f4cc-50ac-b593-3c844d61a7e7,2026-02-24T08:00:00Z,system,2026-02-24T08:00:00Z,system,PR0000000151,13784956-f498-5534-9b07-21147167cebb,cb89079f-b137-594d-b7f6-f3803900b013,2026-02-24,2026-04-11,COMPLETED,NORMAL,Production material replenishment,20730.72,EUR
499bdfd3-2b82-5d16-ac19-05a2f5a61369,2025-09-23T08:00:00Z,system,2025-09-23T08:00:00Z,system,PR0000000152,93004fa0-e3e2-50bf-83fc-f937be12e8ed,89693957-df41-5038-b06b-8fcd13674f65,2025-09-23,2025-10-03,APPROVED,NORMAL,Warehouse stock below reorder point,355217.23,EUR
75222c36-e603-53be-9e59-7516c0ab60ef,2026-07-28T08:00:00Z,system,2026-07-28T08:00:00Z,system,PR0000000153,f00a2c4c-64cd-5064-b954-6cdd3ff4da8f,03aef187-5272-56c7-bfc4-cf8b61ecf06b,2026-07-28,2026-08-04,SUBMITTED,NORMAL,Scheduled maintenance requirement,88671.00,EUR
1bc64bef-9803-5fea-be1b-7361cfa091e9,2026-05-28T08:00:00Z,system,2026-05-28T08:00:00Z,system,PR0000000154,9e1c4686-2f34-5912-ad37-81df9a7a3278,e6d386f5-8b03-578e-aca0-68c8e68a10d1,2026-05-28,2026-06-07,DRAFT,NORMAL,Warehouse stock below reorder point,8941.22,EUR
d626aed7-3c45-5d3b-9eba-22fe0ea6499b,2025-10-07T08:00:00Z,system,2025-10-07T08:00:00Z,system,PR0000000155,5f639525-25c5-54fa-aa87-ccfe5b39776a,cb89079f-b137-594d-b7f6-f3803900b013,2025-10-07,2025-11-18,COMPLETED,NORMAL,Replacement of worn equipment,591452.00,EUR
fc4e92fc-c1bf-50c2-aacc-69949544d5ff,2026-03-28T08:00:00Z,system,2026-03-28T08:00:00Z,system,PR0000000156,9566bb19-9176-52c9-8eea-1c1f82d4a01b,51ca2c43-9865-5eed-88e1-7efd0be651e9,2026-03-28,2026-04-10,ORDERED,NORMAL,New project demand,326913.54,EUR
5ce8f2d3-a93f-5028-b4ee-7f0041c5c36d,2026-05-21T08:00:00Z,system,2026-05-21T08:00:00Z,system,PR0000000157,b519a3ff-3161-5685-8e6b-9063483eb30b,3e8df789-1fad-5f45-9e4e-ae08a2240191,2026-05-21,2026-07-24,REJECTED,NORMAL,New project demand,41921.00,EUR
1444da9e-d593-528c-8ebd-d2db95faa77c,2026-02-04T08:00:00Z,system,2026-02-04T08:00:00Z,system,PR0000000158,bf33aee2-e9ef-5847-9fa5-474024f30610,521489a3-799d-50a5-9448-eeaa409714d1,2026-02-04,2026-02-17,APPROVED,HIGH,New project demand,26218.80,EUR
ef16aff2-f80c-5b65-bbaa-84580c35eb51,2026-03-19T08:00:00Z,system,2026-03-19T08:00:00Z,system,PR0000000159,aa73552f-c4e3-50c0-ab42-ae08fe8628fc,51ca2c43-9865-5eed-88e1-7efd0be651e9,2026-03-19,2026-03-26,APPROVED,NORMAL,Scheduled maintenance requirement,198077.83,EUR
609c800a-05c6-5422-ba2f-c9e12d42d29a,2025-09-15T08:00:00Z,system,2025-09-15T08:00:00Z,system,PR0000000160,e5f6eca5-efd9-5b50-b3e2-8885e65c411d,d425a94e-8ac6-50ba-81e4-27a328a21379,2025-09-15,2025-09-29,ORDERED,NORMAL,New project demand,285666.72,EUR
a4fdea59-62d9-5996-ba63-7253e0429169,2026-01-03T08:00:00Z,system,2026-01-03T08:00:00Z,system,PR0000000161,56087fe0-dc48-50ce-a150-f8defa744374,89693957-df41-5038-b06b-8fcd13674f65,2026-01-03,2026-01-18,ORDERED,HIGH,Warehouse stock below reorder point,391063.00,EUR
acfef1ac-f984-5c24-aa64-fccece5222f5,2025-09-08T08:00:00Z,system,2025-09-08T08:00:00Z,system,PR0000000162,e1c1d5bd-6452-5e7c-9911-1b5d499df0eb,87cb6569-bd40-5e24-8586-da21fbea3a81,2025-09-08,2025-09-24,ORDERED,HIGH,Safety stock replenishment,17163.20,EUR
b0a56654-4024-5f3c-b25d-c1edcddcc60c,2026-04-04T08:00:00Z,system,2026-04-04T08:00:00Z,system,PR0000000163,ef2ba588-e5f9-591f-9a01-16a28aec4a68,78e17b4f-64d9-5a1f-8e02-e8a798b67ff0,2026-04-04,2026-04-16,APPROVED,URGENT,Scheduled maintenance requirement,707.18,EUR
23d74a93-6f39-5c56-b97f-0c04fab39c27,2026-05-21T08:00:00Z,system,2026-05-21T08:00:00Z,system,PR0000000164,5f639525-25c5-54fa-aa87-ccfe5b39776a,efd8a8e4-0bb8-5f9e-be95-16451417acb0,2026-05-21,2026-06-03,ORDERED,NORMAL,Safety stock replenishment,2487.00,EUR
b923eb69-7ad1-5ffb-a6b5-9281a8b372d3,2026-02-19T08:00:00Z,system,2026-02-19T08:00:00Z,system,PR0000000165,56087fe0-dc48-50ce-a150-f8defa744374,78e17b4f-64d9-5a1f-8e02-e8a798b67ff0,2026-02-19,2026-04-14,ORDERED,NORMAL,Production material replenishment,230100.88,EUR
