ID,createdAt,createdBy,modifiedAt,modifiedBy,materialNumber,description,materialGroup_ID,baseUnit,standardPrice,currency_code,weight,weightUnit,leadTimeDays,minimumOrderQuantity,active
1dd3c172-1e4d-56ef-89b5-1f44bd31959f,2025-06-04T08:00:00Z,system,2025-06-04T08:00:00Z,system,MAT000000000000103,Protective Glasses 04,759df8ed-dbb8-5ebd-b398-95fa7f470c78,M,2419.50,EUR,31.828,KG,28,10.000,True
9f268dd5-b99b-5f85-935d-cd614d5d12ad,2025-06-05T08:00:00Z,system,2025-06-05T08:00:00Z,system,MAT000000000000104,Hydraulic Hose 04,796ae5a3-0afd-5325-bbfe-ed77e933b62e,KG,25.30,EUR,97.687,KG,2,50.000,True
88ec57c2-4bd1-5167-8c0f-b46a5404ea75,2025-06-06T08:00:00Z,system,2025-06-06T08:00:00Z,system,MAT000000000000105,Pneumatic Cylinder 04,352f8b23-c4e6-5bc1-9928-e3680bd83e0d,M,1165.56,EUR,14.166,KG,55,100.000,True
39525f20-4796-5c5f-b0d5-93b49ff19cd5,2025-06-07T08:00:00Z,system,2025-06-07T08:00:00Z,system,MAT000000000000106,Industrial Filter 04,bff32fdb-82c9-50b2-a43e-d228c5ac24ac,SET,886.40,EUR,106.677,KG,53,25.000,True
ffad296f-4b1b-50b0-b7ea-693c82ec1839,2025-06-08T08:00:00Z,system,2025-06-08T08:00:00Z,system,MAT000000000000107,Gear Oil 04,f35026fa-060f-5f11-9a86-269f5666b8e4,M,695.37,EUR,111.008,KG,11,20.000,True
9c2269ae-4d62-5146-b30e-9e301d4108b0,2025-06-09T08:00:00Z,system,2025-06-09T08:00:00Z,system,MAT000000000000108,Control Valve 04,4c63ca08-088d-5a08-992c-d37a3c07121b,EA,607.68,EUR,15.250,KG,30,25.000,True
8b3ec22a-bd3c-594f-b231-80df5dbed6ff,2025-06-10T08:00:00Z,system,2025-06-10T08:00:00Z,system,MAT000000000000109,Drill Bit Set 04,55c4127a-8e0c-57e2-8b89-bed0198148ef,M,1250.87,EUR,69.177,KG,27,5.000,True
34a9184c-b2a2-5e49-b2fa-ec91dd5c7ccc,2025-06-11T08:00:00Z,system,2025-06-11T08:00:00Z,system,MAT000000000000110,Laptop Computer 04,f9b30b47-6010-5ad9-82f0-806e9aade65e,L,1519.40,EUR,12.019,KG,2,1.000,True
5ff325a3-cf1b-5887-bd0f-e1da5d5e6a57,2025-06-12T08:00:00Z,system,2025-06-12T08:00:00Z,system,MAT000000000000111,Barcode Scanner 04,10530ccc-b6a7-5f3b-9f30-768a03cef30c,BOX,765.30,EUR,33.075,KG,11,10.000,True
8a88a029-d7a6-5756-bff0-19a8dbb9a099,2025-06-13T08:00:00Z,system,2025-06-13T08:00:00Z,system,MAT000000000000112,Cleaning Concentrate 04,a0f96efb-e3df-5d04-bbd8-f7c638ce31b7,L,565.40,EUR,9.531,KG,41,5.000,True
53e0bf46-17ba-5243-bbe5-1d44068c8ac1,2025-06-14T08:00:00Z,system,2025-06-14T08:00:00Z,system,MAT000000000000113,Laboratory Beaker 04,b708786d-78bc-5ffa-b86f-456f57af9cad,EA,74.13,EUR,59.048,KG,22,25.000,True
8152f104-7621-5be4-8056-73ba5b77136f,2025-06-15T08:00:00Z,system,2025-06-15T08:00:00Z,system,MAT000000000000114,PVC Pipe 04,d055653d-a48f-5b95-aa61-6d89d00e4ec6,EA,911.34,EUR,23.233,KG,32,100.000,True
65a789a9-af01-5a64-8f47-133346520088,2025-06-16T08:00:00Z,system,2025-06-16T08:00:00Z,system,MAT000000000000115,Circuit Breaker 04,dd52a956-8e5a-5bc2-85fa-089f9fa3ed5f,L,2295.06,EUR,11.242,KG,46,20.000,True
bbccc08a-f2c9-5ff6-a628-fb59284b03ec,2025-06-17T08:00:00Z,system,2025-06-17T08:00:00Z,system,MAT000000000000116,Power Supply 04,55b98412-a87c-5d06-99b1-b52e5bf7ce0f,SET,101.04,EUR,85.069,KG,14,10.000,True
384f66ad-b02f-5061-83cb-3ace1601e8d3,2025-06-18T08:00:00Z,system,2025-06-18T08:00:00Z,system,MAT000000000000117,Conveyor Belt 04,2658df6b-27d3-5402-9299-f7c0d6729824,SET,1937.77,EUR,91.657,KG,7,50.000,True
4bbe33ac-91fe-5b33-a3a4-57141de4e03e,2025-06-19T08:00:00Z,system,2025-06-19T08:00:00Z,system,MAT000000000000118,Rubber Gasket 04,777e7c37-1e75-51c3-ae1f-c155fd09bb99,M,1791.51,EUR,27.700,KG,18,10.000,True
4cdc5ff6-d193-563c-9400-f57baf1162a6,2025-06-20T08:00:00Z,system,2025-06-20T08:00:00Z,system,MAT000000000000119,Welding Electrode 04,e4cee72f-aec8-50d7-9b62-f7b616ca4094,BOX,938.24,EUR,33.597,KG,3,100.000,True
bf264e10-7f30-5dfa-9770-1c2548ee3255,2025-06-21T08:00:00Z,system,2025-06-21T08:00:00Z,system,MAT000000000000120,Adhesive Sealant 04,b8ea0922-f2ef-5e72-a3b7-5f823c043cf9,EA,1755.48,EUR,14.247,KG,23,5.000,True
c1263224-5b01-5628-b91f-a1409b9c0752,2025-06-22T08:00:00Z,system,2025-06-22T08:00:00Z,system,MAT000000000000121,Stainless Steel Sheet 05,2edc4fcd-5750-5cec-9cab-555863e23975,BOX,1854.65,EUR,37.825,KG,8,100.000,True
99390864-f827-5aef-be8a-287357eedb0f,2025-06-23T08:00:00Z,system,2025-06-23T08:00:00Z,system,MAT000000000000122,Aluminium Profile 05,8dd5d572-569a-56bd-acd8-3be0728ad8a5,BOX,1998.05,EUR,81.991,KG,51,50.000,False
1279ded7-a3ce-5c62-b799-bc522c58f6c5,2025-06-24T08:00:00Z,system,2025-06-24T08:00:00Z,system,MAT000000000000123,Copper Wire 05,caf36b91-af87-53fc-8158-13f91aade9d5,KG,16.22,EUR,54.040,KG,52,50.000,True
cb6ffa8f-0fe6-5b74-b902-9c455baa0e7f,2025-06-25T08:00:00Z,system,2025-06-25T08:00:00Z,system,MAT000000000000124,Ball Bearing 05,e70d53aa-bb36-5382-8414-f85fb1b4cacb,BOX,217.95,EUR,82.855,KG,33,10.000,True
ff7c211a-6fcd-5fa0-9ea1-713837b5f870,2025-06-26T08:00:00Z,system,2025-06-26T08:00:00Z,system,MAT000000000000125,Hex Bolt 05,691d9e13-4d57-593c-acb4-8ff0871f82d9,SET,1575.07,EUR,44.891,KG,60,25.000,True
dac566e3-7998-519e-827e-c56affe7618f,2025-06-27T08:00:00Z,system,2025-06-27T08:00:00Z,system,MAT000000000000126,Electric Motor 05,2acb4523-efa8-5113-8671-718f714e827d,EA,1878.29,EUR,76.362,KG,12,100.000,True
781e49c0-8999-50e8-9276-e1fc0e9e29ca,2025-06-28T08:00:00Z,system,2025-06-28T08:00:00Z,system,MAT000000000000127,Pressure Sensor 05,78a29834-2f00-5ddb-98ac-157ca6d78bba,EA,2336.21,EUR,94.069,KG,43,25.000,True
af970570-0e69-5aa7-a1fd-93cea6d022c8,2025-06-29T08:00:00Z,system,2025-06-29T08:00:00Z,system,MAT000000000000128,PLC Module 05,759df8ed-dbb8-5ebd-b398-95fa7f470c78,BOX,766.35,EUR,48.196,KG,8,5.000,True
7bbe83f1-c77e-5ae0-b99e-e216e600e89f,2025-06-30T08:00:00Z,system,2025-06-30T08:00:00Z,system,MAT000000000000129,Ethernet Cable 05,796ae5a3-0afd-5325-bbfe-ed77e933b62e,KG,25.38,EUR,27.365,KG,26,5.000,True
8ffbee35-114e-52c9-982d-47f2ee96df4a,2025-07-01T08:00:00Z,system,2025-07-01T08:00:00Z,system,MAT000000000000130,Corrugated Carton 05,352f8b23-c4e6-5bc1-9928-e3680bd83e0d,EA,808.76,EUR,30.612,KG,31,50.000,True
0a95d286-40e6-5f4e-bce8-380f86c5e052,2025-07-02T08:00:00Z,system,2025-07-02T08:00:00Z,system,MAT000000000000131,Stretch Film 05,bff32fdb-82c9-50b2-a43e-d228c5ac24ac,BOX,1481.51,EUR,37.447,KG,22,10.000,True
d7792ea6-2faa-5ee1-b515-6b526ad9efbb,2025-07-03T08:00:00Z,system,2025-07-03T08:00:00Z,system,MAT000000000000132,Safety Gloves 05,f35026fa-060f-5f11-9a86-269f5666b8e4,BOX,1441.26,EUR,13.085,KG,13,50.000,True
0804c1cc-15f6-549d-b061-a4423dc8fcac,2025-07-04T08:00:00Z,system,2025-07-04T08:00:00Z,system,MAT000000000000133,Protective Glasses 05,4c63ca08-088d-5a08-992c-d37a3c07121b,EA,337.77,EUR,25.963,KG,40,5.000,True
25d66eb3-16e0-54c3-bcbc-0f87d2c22b95,2025-07-05T08:00:00Z,system,2025-07-05T08:00:00Z,system,MAT000000000000134,Hydraulic Hose 05,55c4127a-8e0c-57e2-8b89-bed0198148ef,EA,795.29,EUR,81.182,KG,2,1.000,True
c72d85f2-1053-502b-bd90-efeb25b78b61,2025-07-06T08:00:00Z,system,2025-07-06T08:00:00Z,system,MAT000000000000135,Pneumatic Cylinder 05,f9b30b47-6010-5ad9-82f0-806e9aade65e,L,516.46,EUR,31.130,KG,53,50.000,True
6888476b-380f-570d-8a87-551948fe535a,2025-07-07T08:00:00Z,system,2025-07-07T08:00:00Z,system,MAT000000000000136,Industrial Filter 05,10530ccc-b6a7-5f3b-9f30-768a03cef30c,M,1039.95,EUR,85.146,KG,10,10.000,True
6febc7d4-a6f9-547c-bdef-f6c3c7cebf1b,2025-07-08T08:00:00Z,system,2025-07-08T08:00:00Z,system,MAT000000000000137,Gear Oil 05,a0f96efb-e3df-5d04-bbd8-f7c638ce31b7,BOX,998.47,EUR,34.420,KG,2,1.000,True
6cfb6402-60b6-52cc-80a2-aa3c8d1d7363,2025-07-09T08:00:00Z,system,2025-07-09T08:00:00Z,system,MAT000000000000138,Control Valve 05,b708786d-78bc-5ffa-b86f-456f57af9cad,SET,1386.39,EUR,106.507,KG,31,50.000,True
4b8dedda-2e93-5a49-80c4-4876ab55500f,2025-07-10T08:00:00Z,system,2025-07-10T08:00:00Z,system,MAT000000000000139,Drill Bit Set 05,d055653d-a48f-5b95-aa61-6d89d00e4ec6,EA,1189.34,EUR,69.848,KG,24,10.000,True
8407ccad-dc71-5f5d-bf6c-5c34f5e1b0ce,2025-07-11T08:00:00Z,system,2025-07-11T08:00:00Z,system,MAT000000000000140,Laptop Computer 05,dd52a956-8e5a-5bc2-85fa-089f9fa3ed5f,M,1826.52,EUR,6.282,KG,8,25.000,True
c88caae9-8b8b-568d-892c-8e1ca200c581,2025-07-12T08:00:00Z,system,2025-07-12T08:00:00Z,system,MAT000000000000141,Barcode Scanner 05,55b98412-a87c-5d06-99b1-b52e5bf7ce0f,BOX,1449.04,EUR,25.918,KG,53,25.000,True
c13f04ef-297f-5b4a-879c-32e437691f2f,2025-07-13T08:00:00Z,system,2025-07-13T08:00:00Z,system,MAT000000000000142,Cleaning Concentrate 05,2658df6b-27d3-5402-9299-f7c0d6729824,M,1196.09,EUR,45.108,KG,27,25.000,True
81934ea3-15d5-5130-8a88-15160030bb8c,2025-07-14T08:00:00Z,system,2025-07-14T08:00:00Z,system,MAT000000000000143,Laboratory Beaker 05,777e7c37-1e75-51c3-ae1f-c155fd09bb99,BOX,1846.45,EUR,65.533,KG,3,10.000,True
105849c8-03f2-573d-9e97-230d47fc6774,2025-07-15T08:00:00Z,system,2025-07-15T08:00:00Z,system,MAT000000000000144,PVC Pipe 05,e4cee72f-aec8-50d7-9b62-f7b616ca4094,SET,1465.49,EUR,59.446,KG,4,5.000,True
5c00c635-ab30-509c-930a-9c3027c73ba1,2025-07-16T08:00:00Z,system,2025-07-16T08:00:00Z,system,MAT000000000000145,Circuit Breaker 05,b8ea0922-f2ef-5e72-a3b7-5f823c043cf9,BOX,1697.10,EUR,33.585,KG,4,1.000,True
6409ea13-8e69-5a7d-8700-a21076b19964,2025-07-17T08:00:00Z,system,2025-07-17T08:00:00Z,system,MAT000000000000146,Power Supply 05,2edc4fcd-5750-5cec-9cab-555863e23975,EA,89.39,EUR,28.103,KG,31,10.000,True
3f3309b3-487e-54de-ae3f-de56ef31378f,2025-07-18T08:00:00Z,system,2025-07-18T08:00:00Z,system,MAT000000000000147,Conveyor Belt 05,8dd5d572-569a-56bd-acd8-3be0728ad8a5,BOX,2433.26,EUR,105.087,KG,8,1.000,True
d0cb5824-8127-5ca6-8364-98b5469fc7c7,2025-07-19T08:00:00Z,system,2025-07-19T08:00:00Z,system,MAT000000000000148,Rubber Gasket 05,caf36b91-af87-53fc-8158-13f91aade9d5,EA,1162.16,EUR,15.646,KG,29,20.000,True
7ca4c0eb-249c-5459-9122-836398535a4b,2025-07-20T08:00:00Z,system,2025-07-20T08:00:00Z,system,MAT000000000000149,Welding Electrode 05,e70d53aa-bb36-5382-8414-f85fb1b4cacb,L,2153.38,EUR,69.498,KG,47,50.000,True
b847b69b-3807-57f7-85b1-bf879953e4f1,2025-07-21T08:00:00Z,system,2025-07-21T08:00:00Z,system,MAT000000000000150,Adhesive Sealant 05,691d9e13-4d57-593c-acb4-8ff0871f82d9,KG,32.10,EUR,81.772,KG,35,100.000,True
6ac6dbb0-6c7a-557d-b7d3-20ec8a1e7bc9,2025-07-22T08:00:00Z,system,2025-07-22T08:00:00Z,system,MAT000000000000151,Stainless Steel Sheet 06,2acb4523-efa8-5113-8671-718f714e827d,SET,1039.30,EUR,65.181,KG,21,50.000,True
e8785cbc-7b69-5687-b699-d292f70bdc74,2025-07-23T08:00:00Z,system,2025-07-23T08:00:00Z,system,MAT000000000000152,Aluminium Profile 06,78a29834-2f00-5ddb-98ac-157ca6d78bba,SET,1789.82,EUR,14.045,KG,52,5.000,True
7c9ec527-9eb0-52c4-b207-8cf0cae25caf,2025-07-24T08:00:00Z,system,2025-07-24T08:00:00Z,system,MAT000000000000153,Copper Wire 06,759df8ed-dbb8-5ebd-b398-95fa7f470c78,M,1998.61,EUR,6.953,KG,15,100.000,True
cf47eab7-b618-56ca-8312-fe97b2569fb6,2025-07-25T08:00:00Z,system,2025-07-25T08:00:00Z,system,MAT000000000000154,Ball Bearing 06,796ae5a3-0afd-5325-bbfe-ed77e933b62e,BOX,398.07,EUR,7.593,KG,21,100.000,True
a9f39542-a399-5602-91a0-db378fe1532d,2025-07-26T08:00:00Z,system,2025-07-26T08:00:00Z,system,MAT000000000000155,Hex Bolt 06,352f8b23-c4e6-5bc1-9928-e3680bd83e0d,KG,31.85,EUR,113.796,KG,30,20.000,True
62215843-653f-5439-87fb-5f7f5b5dcd02,2025-07-27T08:00:00Z,system,2025-07-27T08:00:00Z,system,MAT000000000000156,Electric Motor 06,bff32fdb-82c9-50b2-a43e-d228c5ac24ac,L,309.47,EUR,106.049,KG,59,100.000,True
4d7c024a-2045-5e6d-bce5-30a3caf00779,2025-07-28T08:00:00Z,system,2025-07-28T08:00:00Z,system,MAT000000000000157,Pressure Sensor 06,f35026fa-060f-5f11-9a86-269f5666b8e4,EA,1139.34,EUR,73.364,KG,10,20.000,True
4cb50627-8198-5765-9d5a-9d272c8ce58b,2025-07-29T08:00:00Z,system,2025-07-29T08:00:00Z,system,MAT000000000000158,PLC Module 06,4c63ca08-088d-5a08-992c-d37a3c07121b,M,733.55,EUR,42.867,KG,28,20.000,True
7e59f4f1-d7ce-51df-b9a3-a70a1b1ee546,2025-07-30T08:00:00Z,system,2025-07-30T08:00:00Z,system,MAT000000000000159,Ethernet Cable 06,55c4127a-8e0c-57e2-8b89-bed0198148ef,EA,2330.61,EUR,25.858,KG,5,100.000,True
8e000456-a6ac-57d9-b9cb-0522d8da4203,2025-07-31T08:00:00Z,system,2025-07-31T08:00:00Z,system,MAT000000000000160,Corrugated Carton 06,f9b30b47-6010-5ad9-82f0-806e9aade65e,KG,18.22,EUR,13.705,KG,59,50.000,True
4e2b69ff-67fe-5475-b0ba-3e2a02c6b70b,2025-08-01T08:00:00Z,system,2025-08-01T08:00:00Z,system,MAT000000000000161,Stretch Film 06,10530ccc-b6a7-5f3b-9f30-768a03cef30c,SET,1767.62,EUR,32.160,KG,7,100.000,True
a09d3b3c-22f6-56c6-93d4-2863d0444e94,2025-08-02T08:00:00Z,system,2025-08-02T08:00:00Z,system,MAT000000000000162,Safety Gloves 06,a0f96efb-e3df-5d04-bbd8-f7c638ce31b7,L,1594.47,EUR,48.051,KG,51,20.000,True
d96ec281-e3a6-5aba-b6f4-379e05515ef4,2025-08-03T08:00:00Z,system,2025-08-03T08:00:00Z,system,MAT000000000000163,Protective Glasses 06,b708786d-78bc-5ffa-b86f-456f57af9cad,SET,1276.86,EUR,42.151,KG,32,10.000,True
a7d2c2da-af08-5f66-aad4-f45b74b00edb,2025-08-04T08:00:00Z,system,2025-08-04T08:00:00Z,system,MAT000000000000164,Hydraulic Hose 06,d055653d-a48f-5b95-aa61-6d89d00e4ec6,L,2418.48,EUR,3.835,KG,50,25.000,True
75f1b42f-e0d3-559b-883f-62a8bd802d21,2025-08-05T08:00:00Z,system,2025-08-05T08:00:00Z,system,MAT000000000000165,Pneumatic Cylinder 06,dd52a956-8e5a-5bc2-85fa-089f9fa3ed5f,L,21.32,EUR,8.497,KG,42,50.000,True
15f3b8aa-4649-5a10-a707-45aa1b2b3bf5,2025-08-06T08:00:00Z,system,2025-08-06T08:00:00Z,system,MAT000000000000166,Industrial Filter 06,55b98412-a87c-5d06-99b1-b52e5bf7ce0f,L,2093.25,EUR,50.834,KG,60,10.000,True
596f3822-e07b-55ed-bd48-239fb3db0e77,2025-08-07T08:00:00Z,system,2025-08-07T08:00:00Z,system,MAT000000000000167,Gear Oil 06,2658df6b-27d3-5402-9299-f7c0d6729824,KG,25.32,EUR,7.966,KG,48,25.000,True
b814d1af-9d7a-58a3-bcbc-2613f354645c,2025-08-08T08:00:00Z,system,2025-08-08T08:00:00Z,system,MAT000000000000168,Control Valve 06,777e7c37-1e75-51c3-ae1f-c155fd09bb99,L,1290.89,EUR,7.654,KG,44,10.000,True
32549e95-8264-5b06-ac4c-4f93e09d17a2,2025-08-09T08:00:00Z,system,2025-08-09T08:00:00Z,system,MAT000000000000169,Drill Bit Set 06,e4cee72f-aec8-50d7-9b62-f7b616ca4094,BOX,1161.06,EUR,117.766,KG,40,1.000,True
76540a83-8375-53ea-a170-4e4e171d11cd,2025-08-10T08:00:00Z,system,2025-08-10T08:00:00Z,system,MAT000000000000170,Laptop Computer 06,b8ea0922-f2ef-5e72-a3b7-5f823c043cf9,KG,28.35,EUR,30.734,KG,23,50.000,True
f46e710e-59a3-5c1a-8c50-f246a4fb78ab,2025-08-11T08:00:00Z,system,2025-08-11T08:00:00Z,system,MAT000000000000171,Barcode Scanner 06,2edc4fcd-5750-5cec-9cab-555863e23975,L,2181.78,EUR,3.133,KG,35,5.000,True
b7445b03-ff12-5031-afe2-33e925c82fd3,2025-08-12T08:00:00Z,system,2025-08-12T08:00:00Z,system,MAT000000000000172,Cleaning Concentrate 06,8dd5d572-569a-56bd-acd8-3be0728ad8a5,BOX,322.46,EUR,119.329,KG,53,50.000,True
5ed4476d-3306-5591-960f-4c8a96c6dae8,2025-08-13T08:00:00Z,system,2025-08-13T08:00:00Z,system,MAT000000000000173,Laboratory Beaker 06,caf36b91-af87-53fc-8158-13f91aade9d5,BOX,1761.00,EUR,20.820,KG,23,1.000,True
219cd16c-a048-5e62-90b0-7924b1431b82,2025-08-14T08:00:00Z,system,2025-08-14T08:00:00Z,system,MAT000000000000174,PVC Pipe 06,e70d53aa-bb36-5382-8414-f85fb1b4cacb,L,1317.52,EUR,68.474,KG,50,10.000,True
f74e00d0-5597-5c85-9d8e-7ce030bdb99d,2025-08-15T08:00:00Z,system,2025-08-15T08:00:00Z,system,MAT000000000000175,Circuit Breaker 06,691d9e13-4d57-593c-acb4-8ff0871f82d9,EA,1029.65,EUR,17.639,KG,46,100.000,True
ba5523d6-66ae-54e6-9e20-1e373c65f38b,2025-08-16T08:00:00Z,system,2025-08-16T08:00:00Z,system,MAT000000000000176,Power Supply 06,2acb4523-efa8-5113-8671-718f714e827d,M,1979.90,EUR,78.529,KG,47,25.000,True
972054fa-e98c-5fa7-b5a0-eef2c0bddc26,2025-08-17T08:00:00Z,system,2025-08-17T08:00:00Z,system,MAT000000000000177,Conveyor Belt 06,78a29834-2f00-5ddb-98ac-157ca6d78bba,M,816.16,EUR,11.943,KG,44,1.000,True
accc637f-3162-5d58-877b-1b8457c93561,2025-08-18T08:00:00Z,system,2025-08-18T08:00:00Z,system,MAT000000000000178,Rubber Gasket 06,759df8ed-dbb8-5ebd-b398-95fa7f470c78,L,1453.63,EUR,93.561,KG,33,20.000,True
3c91ccd6-92b6-5bb1-a450-2e87cd24008e,2025-08-19T08:00:00Z,system,2025-08-19T08:00:00Z,system,MAT000000000000179,Welding Electrode 06,796ae5a3-0afd-5325-bbfe-ed77e933b62e,L,121.04,EUR,85.371,KG,7,5.000,True
7a0573af-19d9-5fce-a1fb-edef3b2a16d3,2025-05-22T08:00:00Z,system,2025-05-22T08:00:00Z,system,MAT000000000000180,Adhesive Sealant 06,352f8b23-c4e6-5bc1-9928-e3680bd83e0d,EA,1924.96,EUR,35.646,KG,52,25.000,True
8d9d0fdb-dc82-543c-8c83-c722c23d8840,2025-05-23T08:00:00Z,system,2025-05-23T08:00:00Z,system,MAT000000000000181,Stainless Steel Sheet 07,bff32fdb-82c9-50b2-a43e-d228c5ac24ac,EA,751.97,EUR,44.138,KG,5,25.000,True
4cdd9f3f-a827-56ea-9bb0-828fa902a883,2025-05-24T08:00:00Z,system,2025-05-24T08:00:00Z,system,MAT000000000000182,Aluminium Profile 07,f35026fa-060f-5f11-9a86-269f5666b8e4,KG,1.53,EUR,74.460,KG,30,1.000,True
ff9d3a31-fca6-52bf-8e11-bad09771c87f,2025-05-25T08:00:00Z,system,2025-05-25T08:00:00Z,system,MAT000000000000183,Copper Wire 07,4c63ca08-088d-5a08-992c-d37a3c07121b,KG,25.71,EUR,10.291,KG,15,5.000,True
8c4308df-7ca4-593e-8ebe-c6de544847fa,2025-05-26T08:00:00Z,system,2025-05-26T08:00:00Z,system,MAT000000000000184,Ball Bearing 07,55c4127a-8e0c-57e2-8b89-bed0198148ef,L,2028.95,EUR,15.210,KG,5,25.000,True
72fab673-0e1b-50ad-a07f-80c4221c1763,2025-05-27T08:00:00Z,system,2025-05-27T08:00:00Z,system,MAT000000000000185,Hex Bolt 07,f9b30b47-6010-5ad9-82f0-806e9aade65e,BOX,2162.41,EUR,30.912,KG,8,50.000,True
4b2dee46-41cf-5eee-b0e3-93ee894cef45,2025-05-28T08:00:00Z,system,2025-05-28T08:00:00Z,system,MAT000000000000186,Electric Motor 07,10530ccc-b6a7-5f3b-9f30-768a03cef30c,SET,2195.08,EUR,91.106,KG,15,5.000,True
452e2331-a466-542c-832b-33425b59e07a,2025-05-29T08:00:00Z,system,2025-05-29T08:00:00Z,system,MAT000000000000187,Pressure Sensor 07,a0f96efb-e3df-5d04-bbd8-f7c638ce31b7,EA,2271.23,EUR,63.525,KG,35,100.000,True
11bcb360-c513-556e-a8ed-3b43d3afbb6d,2025-05-30T08:00:00Z,system,2025-05-30T08:00:00Z,system,MAT000000000000188,PLC Module 07,b708786d-78bc-5ffa-b86f-456f57af9cad,L,2135.30,EUR,16.895,KG,52,25.000,True
594e1f7d-2ddb-5853-a485-9177631a4db6,2025-05-31T08:00:00Z,system,2025-05-31T08:00:00Z,system,MAT000000000000189,Ethernet Cable 07,d055653d-a48f-5b95-aa61-6d89d00e4ec6,BOX,1173.16,EUR,0.657,KG,3,50.000,True
d1656ddc-1679-5818-bc75-a4cf9404839a,2025-06-01T08:00:00Z,system,2025-06-01T08:00:00Z,system,MAT000000000000190,Corrugated Carton 07,dd52a956-8e5a-5bc2-85fa-089f9fa3ed5f,M,174.70,EUR,79.759,KG,52,10.000,True
d6f533a8-8f0b-5261-807a-7b1afa741e60,2025-06-02T08:00:00Z,system,2025-06-02T08:00:00Z,system,MAT000000000000191,Stretch Film 07,55b98412-a87c-5d06-99b1-b52e5bf7ce0f,KG,4.37,EUR,98.597,KG,32,5.000,True
3686479f-e462-5c48-9c5a-4cbf814179f1,2025-06-03T08:00:00Z,system,2025-06-03T08:00:00Z,system,MAT000000000000192,Safety Gloves 07,2658df6b-27d3-5402-9299-f7c0d6729824,M,243.41,EUR,92.171,KG,9,50.000,True
40f7edb2-203b-5446-a8cb-ca4462c89fb6,2025-06-04T08:00:00Z,system,2025-06-04T08:00:00Z,system,MAT000000000000193,Protective Glasses 07,777e7c37-1e75-51c3-ae1f-c155fd09bb99,SET,1688.91,EUR,17.523,KG,6,5.000,True
d7d105d2-074c-5725-8033-75f4abb592a8,2025-06-05T08:00:00Z,system,2025-06-05T08:00:00Z,system,MAT000000000000194,Hydraulic Hose 07,e4cee72f-aec8-50d7-9b62-f7b616ca4094,M,562.95,EUR,40.166,KG,23,25.000,False
70c1e335-53e1-5df8-b343-82e92d1eab19,2025-06-06T08:00:00Z,system,2025-06-06T08:00:00Z,system,MAT000000000000195,Pneumatic Cylinder 07,b8ea0922-f2ef-5e72-a3b7-5f823c043cf9,M,108.86,EUR,3.579,KG,9,50.000,True
7e0dc5fc-446c-5a88-b96d-e4554891eeb1,2025-06-07T08:00:00Z,system,2025-06-07T08:00:00Z,system,MAT000000000000196,Industrial Filter 07,2edc4fcd-5750-5cec-9cab-555863e23975,L,1242.06,EUR,31.802,KG,21,10.000,True
24e149d4-fbad-5890-a7ee-15a416fd63bc,2025-06-08T08:00:00Z,system,2025-06-08T08:00:00Z,system,MAT000000000000197,Gear Oil 07,8dd5d572-569a-56bd-acd8-3be0728ad8a5,SET,282.56,EUR,46.287,KG,14,10.000,True
9f72fcd8-0de5-52ab-8f85-0c7e59529a02,2025-06-09T08:00:00Z,system,2025-06-09T08:00:00Z,system,MAT000000000000198,Control Valve 07,caf36b91-af87-53fc-8158-13f91aade9d5,EA,372.09,EUR,9.073,KG,26,50.000,True
19e5854c-015a-5974-997b-3ccb05e32d73,2025-06-10T08:00:00Z,system,2025-06-10T08:00:00Z,system,MAT000000000000199,Drill Bit Set 07,e70d53aa-bb36-5382-8414-f85fb1b4cacb,M,430.02,EUR,35.793,KG,22,20.000,True
9390c973-ffaf-555f-9cb1-d1547db4c4d9,2025-06-11T08:00:00Z,system,2025-06-11T08:00:00Z,system,MAT000000000000200,Laptop Computer 07,691d9e13-4d57-593c-acb4-8ff0871f82d9,SET,1591.66,EUR,80.409,KG,15,20.000,True
40252466-922e-50d3-92f3-752f91ac6fff,2025-06-12T08:00:00Z,system,2025-06-12T08:00:00Z,system,MAT000000000000201,Barcode Scanner 07,2acb4523-efa8-5113-8671-718f714e827d,L,1884.41,EUR,6.098,KG,42,25.000,True
33a77c1e-2f02-54f3-aaf8-2d033e03a54f,2025-06-13T08:00:00Z,system,2025-06-13T08:00:00Z,system,MAT000000000000202,Cleaning Concentrate 07,78a29834-2f00-5ddb-98ac-157ca6d78bba,EA,288.93,EUR,32.586,KG,13,20.000,True
1b30f45e-0d32-58be-8b74-c6b2411df44a,2025-06-14T08:00:00Z,system,2025-06-14T08:00:00Z,system,MAT000000000000203,Laboratory Beaker 07,759df8ed-dbb8-5ebd-b398-95fa7f470c78,EA,2136.02,EUR,56.571,KG,50,50.000,True
fb8c381b-c548-5976-8e12-26f8e47df79d,2025-06-15T08:00:00Z,system,2025-06-15T08:00:00Z,system,MAT000000000000204,PVC Pipe 07,796ae5a3-0afd-5325-bbfe-ed77e933b62e,KG,9.38,EUR,69.308,KG,10,10.000,True
2e04e317-f482-5ac1-936d-a38a95e8c762,2025-06-16T08:00:00Z,system,2025-06-16T08:00:00Z,system,MAT000000000000205,Circuit Breaker 07,352f8b23-c4e6-5bc1-9928-e3680bd83e0d,M,1774.34,EUR,20.467,KG,40,1.000,True
