ID,createdAt,createdBy,modifiedAt,modifiedBy,supplierNumber,companyName,country_code,city,postalCode,street,email,phone,taxNumber,currency_code,paymentTerms,incoterm,category,status,riskLevel,qualityRating,deliveryRating,sustainabilityScore,preferredSupplier
d793f1b1-63cb-5e54-90fc-fbfc7ddf9248,2025-06-14T08:00:00Z,system,2025-06-14T08:00:00Z,system,SUP0000083,Central Materials S.A.,IT,Turin,59004,Industrie 44,procurement83@supplier.example,+34 406 758392,IT129345946,EUR,Z045,DAP,Office Supplies,ACTIVE,LOW,4.24,3.06,87.06,False
f7190352-c6c4-5faf-95cf-5bd66bc37b3c,2025-06-15T08:00:00Z,system,2025-06-15T08:00:00Z,system,SUP0000084,Metro Industrial AG,CA,Montreal,24486,Market 112,procurement84@supplier.example,+42 957 185881,CA110076112,CAD,0003,EXW,Logistics Services,ACTIVE,MEDIUM,3.33,4.76,48.02,False
359fa532-4eff-5ff0-b581-ecd02cbc2439,2025-06-16T08:00:00Z,system,2025-06-16T08:00:00Z,system,SUP0000085,Euro Electronics Inc.,AT,Graz,20690,Industrie 52,procurement85@supplier.example,+45 773 677558,AT990792292,EUR,0003,CIP,Logistics Services,ACTIVE,LOW,4.96,4.66,48.94,True
884f5851-1e34-5f63-ad75-a94a773d1ad3,2025-06-17T08:00:00Z,system,2025-06-17T08:00:00Z,system,SUP0000086,GreenTech Logistics GmbH,DE,Hamburg,77980,Industrie 28,procurement86@supplier.example,+37 562 377380,DE581052039,EUR,Z060,FCA,Packaging,ACTIVE,HIGH,4.73,4.12,70.29,False
fc881ce9-571f-5e00-8519-4a0a92991103,2025-06-18T08:00:00Z,system,2025-06-18T08:00:00Z,system,SUP0000087,Apex Manufacturing AG,DE,Stuttgart,45623,Industrie 46,procurement87@supplier.example,+48 480 363543,DE574373346,EUR,Z045,EXW,Logistics Services,ACTIVE,MEDIUM,3.37,3.02,69.13,False
557cf375-7c03-53fa-97ab-351cf44b06d9,2025-06-19T08:00:00Z,system,2025-06-19T08:00:00Z,system,SUP0000088,Vertex Solutions Inc.,CA,Toronto,40840,Commerce 32,procurement88@supplier.example,+49 675 529978,CA195120762,CAD,Z030,FCA,Mechanical Components,ACTIVE,LOW,3.67,3.12,74.58,False
51deaf41-f05e-539c-941e-b9f8e9b454c0,2025-06-20T08:00:00Z,system,2025-06-20T08:00:00Z,system,SUP0000089,Metro Tools S.A.,GB,Manchester,66223,Commerce 48,procurement89@supplier.example,+32 661 432368,GB476969029,GBP,Z045,FCA,Mechanical Components,ACTIVE,LOW,4.78,4.51,74.58,False
2ced5b4f-e17d-5790-af58-523f7f527540,2025-06-21T08:00:00Z,system,2025-06-21T08:00:00Z,system,SUP0000090,Precision Manufacturing B.V.,GB,Manchester,95682,Industrie 24,procurement90@supplier.example,+46 357 860624,GB322156211,GBP,0001,DDP,Safety Equipment,ACTIVE,LOW,3.97,3.47,88.60,False
2ad10899-3b02-56b9-8593-302b0307d576,2025-06-22T08:00:00Z,system,2025-06-22T08:00:00Z,system,SUP0000091,Alpine Electronics S.A.,DK,Aarhus,10920,Harbor 18,procurement91@supplier.example,+42 792 592779,DK439496404,DKK,Z030,CPT,Packaging,ACTIVE,LOW,3.06,4.12,71.32,False
146ea71e-a89e-577d-9441-646e3fc87b78,2025-06-23T08:00:00Z,system,2025-06-23T08:00:00Z,system,SUP0000092,BlueLine Components AG,CZ,Prague,55277,Commerce 95,procurement92@supplier.example,+38 672 593992,CZ855953473,CZK,Z045,CPT,Electrical Components,ACTIVE,HIGH,4.49,4.29,75.71,False
70cce057-5466-570d-8470-681840cf629c,2025-06-24T08:00:00Z,system,2025-06-24T08:00:00Z,system,SUP0000093,Continental Manufacturing S.A.,AT,Vienna,69685,Industrie 62,procurement93@supplier.example,+44 312 940367,AT169350534,EUR,Z030,DDP,Chemicals,ACTIVE,HIGH,4.51,3.64,80.67,False
d2bf3709-0518-53ca-af9e-9b58adb6c37d,2025-06-25T08:00:00Z,system,2025-06-25T08:00:00Z,system,SUP0000094,United Solutions Inc.,AT,Vienna,46138,Business 36,procurement94@supplier.example,+32 722 668955,AT337156270,EUR,0003,CPT,Safety Equipment,ACTIVE,LOW,3.56,3.11,53.55,False
fade348f-52ae-5a47-bce2-e9f1380900f1,2025-06-26T08:00:00Z,system,2025-06-26T08:00:00Z,system,SUP0000095,Metro Engineering S.A.,CZ,Prague,17481,Commerce 119,procurement95@supplier.example,+35 107 577615,CZ728672692,CZK,Z045,FCA,Safety Equipment,ACTIVE,LOW,3.53,2.81,65.57,False
015d24f1-4165-5423-96d2-fccd1c7bc852,2025-06-27T08:00:00Z,system,2025-06-27T08:00:00Z,system,SUP0000096,Continental Components Ltd.,ES,Barcelona,54096,Market 59,procurement96@supplier.example,+44 590 376944,ES783772342,EUR,0002,DDP,Packaging,ACTIVE,LOW,4.50,4.40,74.92,True
b1eddf66-4c87-5ef2-8aff-786a7108aeb6,2025-06-28T08:00:00Z,system,2025-06-28T08:00:00Z,system,SUP0000097,Rhein Materials Ltd.,CA,Montreal,86924,Commerce 76,procurement97@supplier.example,+35 959 623827,CA699902133,CAD,Z030,CPT,Mechanical Components,INACTIVE,LOW,4.62,4.58,78.50,False
d5f4a9fb-8418-5f72-bb85-8b4e25a61de3,2025-06-29T08:00:00Z,system,2025-06-29T08:00:00Z,system,SUP0000098,Alpine Electronics B.V.,BE,Ghent,68500,Business 78,procurement98@supplier.example,+37 372 453052,BE642707143,EUR,Z030,CPT,Electrical Components,ACTIVE,HIGH,3.75,3.45,97.94,False
529acd2b-16e5-56e2-9831-27d1c37b8610,2025-06-30T08:00:00Z,system,2025-06-30T08:00:00Z,system,SUP0000099,Summit Packaging GmbH,SE,Stockholm,79718,Business 40,procurement99@supplier.example,+48 796 261200,SE457106026,SEK,Z045,CPT,Electrical Components,ACTIVE,LOW,3.45,4.19,62.16,False
d5190e66-10ca-55f8-b38f-5aed2dbdd6c5,2025-07-01T08:00:00Z,system,2025-07-01T08:00:00Z,system,SUP0000100,Euro Materials B.V.,ES,Barcelona,46132,Commerce 108,procurement100@supplier.example,+44 715 821004,ES467118018,EUR,0002,EXW,MRO,ACTIVE,LOW,3.66,3.38,79.24,False
